project_id,project_name,original_contract_value,contract_date,substantial_completion_date,retention_pct,payment_terms,gc_name,architect,engineer_of_record,original_duration_days,project_type,sov_total_scheduled_value,estimated_labor_cost,estimated_material_cost,estimated_equipment_cost,estimated_sub_cost,total_estimated_cost,total_cos,approved_cos,rejected_cos,total_co_value,approved_co_value,rejected_co_value,upstream_design_cos,co_rejection_rate_pct,upstream_design_co_pct,revised_contract_value,builtin_margin_usd,builtin_margin_pct
PRJ-2019-087,Atlanta Mixed-Use Tower - Mechanical,23848000,2019-03-17,2021-05-18,0.1,Net 30,Skanska USA,Gensler,ARUP,793,Large,23848000,11987900,5334700,4917100,1455700,23695400,11,9,2,2975700,1925300,1050400.0,3.0,18.2,27.3,25773300,152600,0.64
PRJ-2019-088,Oklahoma City Elementary Campus - Climate Systems,9124000,2019-01-14,2020-04-06,0.1,Net 30,JE Dunn,Perkins&Will,ARUP,448,Medium,9124000,4855700,1910400,2364100,638900,9769100,14,6,8,1598000,644700,953300.0,2.0,57.1,14.3,9768700,-645100,-7.07
PRJ-2019-089,Tampa Cloud Campus Phase 1 - Cooling,12969000,2019-02-06,2020-04-30,0.1,Net 30,Mortenson,Gensler,Syska Hennessy,449,Medium,12969000,5613800,2001600,3380600,624000,11620000,11,8,3,2730700,1775700,955000.0,2.0,27.3,18.2,14744700,1349000,10.4
PRJ-2019-090,Tampa Senior Living - HVAC Upgrade,3276000,2019-03-14,2020-02-01,0.1,Net 30,DPR Construction,HKS,Henderson Engineers,324,Small,3276000,1562600,663700,742200,184500,3153000,12,9,3,602100,521000,81100.0,6.0,25.0,50.0,3797000,123000,3.75
PRJ-2019-091,Portland Surgery Center - Climate Control,37972000,2019-03-03,2020-03-07,0.1,Net 30,JE Dunn,HOK,AEI,370,Large,37972000,19528500,7456400,8057300,2058400,37100600,8,7,1,3531800,3367900,163900.0,2.0,12.5,25.0,41339900,871400,2.29
PRJ-2019-092,Raleigh Corporate Campus - HVAC Systems,13785000,2019-03-30,2020-03-21,0.1,Net 30,Turner Construction,HOK,WSP,357,Medium,13785000,6528200,2829100,3234800,810400,13402500,11,9,2,1138400,796400,342000.0,3.0,18.2,27.3,14581400,382500,2.77
PRJ-2019-093,Baltimore Middle School - HVAC Systems,10135000,2019-01-31,2020-03-22,0.1,Net 30,JE Dunn,HOK,ARUP,416,Medium,10135000,5047000,1917900,2440200,645800,10050900,9,6,3,1252200,967300,284900.0,1.0,33.3,11.1,11102300,84100,0.83
PRJ-2019-094,Atlanta Data Center - Precision Cooling Systems,21983000,2019-03-24,2020-04-07,0.1,Net 30,DPR Construction,HKS,ARUP,380,Large,21983000,11076800,4851800,5796900,1425300,23150800,7,4,3,1702000,1266000,436000.0,2.0,42.9,28.6,23249000,-1167800,-5.31
PRJ-2019-095,Phoenix Senior Living - HVAC Upgrade,11001000,2019-04-01,2021-02-14,0.1,Net 30,DPR Construction,HKS,WSP,685,Medium,11001000,5295600,2122700,2623000,734800,10776100,20,15,5,2452500,1634100,818400.0,5.0,25.0,25.0,12635100,224900,2.04
PRJ-2019-096,Portland Regional Medical Center - HVAC Upgrade,9588000,2019-01-10,2020-01-09,0.1,Net 30,JE Dunn,Gensler,Henderson Engineers,364,Medium,9588000,4543100,1964400,2249300,523100,9279900,6,6,0,419900,419900,,2.0,0.0,33.3,10007900,308100,3.21
PRJ-2019-097,Cincinnati Mixed-Use Tower - Mechanical,8337000,2019-01-02,2020-03-17,0.1,Net 30,DPR Construction,SmithGroup,Henderson Engineers,440,Medium,8337000,4238200,1704900,2025400,454400,8422900,8,8,0,931800,931800,,3.0,0.0,37.5,9268800,-85900,-1.03
PRJ-2019-098,Baltimore Unified School District - HVAC Modernization,6621000,2019-01-13,2020-08-04,0.1,Net 30,Turner Construction,SmithGroup,Syska Hennessy,569,Medium,6621000,3739500,1480600,1605100,406700,7231900,8,7,1,1018600,766000,252600.0,3.0,12.5,37.5,7387000,-610900,-9.23
PRJ-2019-099,San Antonio Colocation Facility - HVAC,10701000,2019-02-17,2020-01-03,0.1,Net 30,Mortenson,Perkins&Will,AEI,320,Medium,10701000,5252400,2103800,2469800,598500,10424500,6,6,0,731600,731600,,,0.0,0.0,11432600,276500,2.58
PRJ-2019-100,Richmond Mixed-Income Housing - Climate Control,5785000,2019-03-30,2020-01-01,0.1,Net 30,Skanska USA,Gensler,Syska Hennessy,277,Medium,5785000,2923200,1231100,1317600,337300,5809200,6,4,2,429100,220900,208200.0,3.0,33.3,50.0,6005900,-24200,-0.42
PRJ-2019-101,Pittsburgh Hospital - Mechanical Systems Renovation,43110000,2019-03-07,2019-11-05,0.1,Net 30,Turner Construction,Gensler,AEI,243,Large,43110000,22229600,9368800,10190900,2792000,44581300,6,5,1,3727900,2539400,1188500.0,3.0,16.7,50.0,45649400,-1471300,-3.41
PRJ-2019-102,Indianapolis Business Center - MEP Systems,42813000,2019-02-01,2021-01-24,0.1,Net 30,DPR Construction,HOK,AEI,723,Large,42813000,22325200,10719900,9947500,2694700,45687300,10,9,1,2687300,2436500,250800.0,2.0,10.0,20.0,45249500,-2874300,-6.71
PRJ-2019-103,Kansas City Middle School - HVAC Systems,5820000,2019-02-20,2020-10-30,0.1,Net 30,Mortenson,SmithGroup,ARUP,618,Medium,5820000,3075500,1169900,1564500,398000,6207900,17,16,1,828400,778100,50300.0,6.0,5.9,35.3,6598100,-387900,-6.66
PRJ-2019-104,Atlanta Edge Data Center - Thermal Management,14396000,2019-02-11,2020-01-08,0.1,Net 30,DPR Construction,Perkins&Will,Henderson Engineers,331,Medium,14396000,7984700,3393800,3206700,1055100,15640300,6,6,0,1026700,1026700,,2.0,0.0,33.3,15422700,-1244300,-8.64
PRJ-2019-105,Raleigh Mixed-Income Housing - Climate Control,14305000,2019-01-14,2019-09-14,0.1,Net 30,DPR Construction,HKS,WSP,243,Medium,14305000,7551300,3142800,4268400,983600,15946100,4,4,0,597300,597300,,1.0,0.0,25.0,14902300,-1641100,-11.47
PRJ-2019-106,Raleigh Regional Medical Center - HVAC Upgrade,50158000,2019-01-15,2020-02-12,0.1,Net 30,Skanska USA,SmithGroup,AEI,393,Mega,50158000,24412800,9699700,12084500,2730600,48927600,9,7,2,6649200,5120100,1529100.0,1.0,22.2,11.1,55278100,1230400,2.45
PRJ-2019-107,Boston Office Park - Core & Shell MEP,16925000,2019-03-13,2020-09-29,0.1,Net 30,DPR Construction,SmithGroup,ARUP,566,Medium,16925000,9209700,3359500,3892300,961900,17423400,10,7,3,1847000,736200,1110800.0,2.0,30.0,20.0,17661200,-498400,-2.94
PRJ-2019-108,Richmond Elementary Campus - Climate Systems,10813000,2019-03-30,2020-10-29,0.1,Net 30,JE Dunn,Gensler,ARUP,579,Medium,10813000,5218400,2162800,2561900,615300,10558400,20,13,7,2657200,2288000,369200.0,5.0,35.0,25.0,13101000,254600,2.35
PRJ-2019-109,Portland Colocation Facility - HVAC,14103000,2019-03-05,2020-05-30,0.1,Net 30,Turner Construction,Gensler,AEI,452,Medium,14103000,7212000,2947900,3625100,772000,14557000,6,5,1,1113300,932900,180400.0,3.0,16.7,50.0,15035900,-454000,-3.22
PRJ-2019-110,Las Vegas Senior Living - HVAC Upgrade,3872000,2019-02-20,2020-01-26,0.1,Net 30,DPR Construction,SmithGroup,WSP,340,Small,3872000,1835700,686400,1043700,177800,3743600,3,2,1,293400,210200,83200.0,1.0,33.3,33.3,4082200,128400,3.32
PRJ-2019-111,Louisville Surgery Center - Climate Control,10721000,2019-01-03,2020-08-13,0.1,Net 30,Skanska USA,Gensler,ARUP,588,Medium,10721000,5667200,2622400,2585200,562200,11437000,8,6,2,1432700,763200,669500.0,1.0,25.0,12.5,11484200,-716000,-6.68
PRJ-2019-112,Atlanta Mixed-Use Tower - Mechanical,10030000,2019-01-11,2020-02-23,0.1,Net 30,Turner Construction,Gensler,AEI,408,Medium,10030000,5074600,2271800,2100500,580200,10027100,6,5,1,835700,687100,148600.0,2.0,16.7,33.3,10717100,2900,0.03
PRJ-2019-113,Kansas City Middle School - HVAC Systems,3319000,2019-01-15,2021-04-13,0.1,Net 30,Turner Construction,HKS,AEI,819,Small,3319000,1126100,427500,609600,145600,2308800,13,12,1,553200,543500,9700.0,3.0,7.7,23.1,3862500,1010200,30.44
PRJ-2019-114,Tampa Colocation Facility - HVAC,21934000,2019-02-10,2020-08-02,0.1,Net 30,JE Dunn,Gensler,WSP,539,Large,21934000,9983800,4282400,5226000,930400,20422600,9,7,2,2582200,1690400,891800.0,2.0,22.2,22.2,23624400,1511400,6.89
PRJ-2019-115,Phoenix Senior Living - HVAC Upgrade,25864000,2019-03-01,2020-05-10,0.1,Net 30,JE Dunn,SmithGroup,WSP,436,Large,25864000,13931000,5007100,6121800,1547600,26607500,10,8,2,3444700,2735900,708800.0,2.0,20.0,20.0,28599900,-743500,-2.87
PRJ-2019-116,Minneapolis Regional Medical Center - HVAC Upgrade,30690000,2019-01-28,2019-12-25,0.1,Net 30,Turner Construction,HOK,Syska Hennessy,331,Large,30690000,15020200,6160600,7193000,1617600,29991400,6,5,1,2183000,2380600,-197600.0,1.0,16.7,16.7,33070600,698600,2.28
PRJ-2019-117,Atlanta Mixed-Use Tower - Mechanical,23416000,2019-02-10,2019-12-15,0.1,Net 30,Turner Construction,HOK,Syska Hennessy,308,Large,23416000,12586300,5051600,5929400,1362100,24929400,10,9,1,1711300,1985500,-274200.0,2.0,10.0,20.0,25401500,-1513400,-6.46
PRJ-2019-118,Portland Unified School District - HVAC Modernization,4569000,2019-03-12,2020-03-17,0.1,Net 30,JE Dunn,HOK,WSP,371,Small,4569000,2455900,1068000,1091600,264100,4879600,11,8,3,683100,589500,93600.0,4.0,27.3,36.4,5158500,-310600,-6.8
PRJ-2019-119,Albuquerque Data Center - Precision Cooling Systems,19776000,2019-02-04,2020-07-04,0.1,Net 30,JE Dunn,SmithGroup,ARUP,516,Medium,19776000,10042100,3599700,4996100,1289900,19927800,11,9,2,3466000,2588200,877800.0,4.0,18.2,36.4,22364200,-151800,-0.77
PRJ-2019-120,Albuquerque Senior Living - HVAC Upgrade,7611000,2019-03-31,2020-12-16,0.1,Net 30,DPR Construction,HOK,AEI,626,Medium,7611000,3901200,1662300,1926900,468100,7958500,12,10,2,667200,430700,236500.0,2.0,16.7,16.7,8041700,-347500,-4.57
PRJ-2019-121,Columbus Surgery Center - Climate Control,47765000,2019-03-03,2021-05-26,0.1,Net 30,DPR Construction,HKS,Henderson Engineers,815,Large,47765000,22973000,9729300,11367800,2754500,46824600,17,13,4,11788300,7961300,3827000.0,3.0,23.5,17.6,55726300,940400,1.97
PRJ-2019-122,Denver Office Park - Core & Shell MEP,3259000,2019-02-26,2020-03-18,0.1,Net 30,Mortenson,Perkins&Will,Henderson Engineers,386,Small,3259000,1691900,719400,861000,211300,3483600,4,1,3,73100,-15900,89000.0,1.0,75.0,25.0,3243100,-224600,-6.89
PRJ-2019-123,Oklahoma City High School - New Construction,9763000,2019-02-02,2020-05-11,0.1,Net 30,JE Dunn,HOK,AEI,464,Medium,9763000,4765600,1854800,2235600,685900,9541900,7,4,3,927900,689800,238100.0,2.0,42.9,28.6,10452800,221100,2.26
PRJ-2019-124,Sacramento Colocation Facility - HVAC,6722000,2019-02-03,2019-12-31,0.1,Net 30,DPR Construction,SmithGroup,Henderson Engineers,331,Medium,6722000,3735200,1422000,1657400,503500,7318100,8,6,2,669600,534200,135400.0,1.0,25.0,12.5,7256200,-596100,-8.87
PRJ-2019-125,Boston Mixed-Income Housing - Climate Control,14385000,2019-01-11,2021-01-01,0.1,Net 30,DPR Construction,HKS,Henderson Engineers,721,Medium,14385000,7347500,3453600,3058900,1057100,14917100,12,9,3,1500500,1381700,118800.0,2.0,25.0,16.7,15766700,-532100,-3.7
PRJ-2019-126,Cincinnati Surgery Center - Climate Control,42999000,2019-02-20,2020-09-29,0.1,Net 30,DPR Construction,Perkins&Will,AEI,587,Large,42999000,20086600,8478700,9657800,2325600,40548700,20,17,3,10688100,10305700,382400.0,5.0,15.0,25.0,53304700,2450300,5.7
PRJ-2019-127,Phoenix Mixed-Use Tower - Mechanical,12380000,2019-02-25,2020-01-07,0.1,Net 30,JE Dunn,Perkins&Will,WSP,316,Medium,12380000,6222600,2583900,3119600,781100,12707200,11,9,2,1359900,1093300,266600.0,1.0,18.2,9.1,13473300,-327200,-2.64
PRJ-2019-128,Kansas City High School - New Construction,3238000,2019-01-26,2020-09-19,0.1,Net 30,JE Dunn,HKS,WSP,602,Small,3238000,1632100,712900,816700,187100,3348800,7,6,1,190300,133700,56600.0,2.0,14.3,28.6,3371700,-110800,-3.42
PRJ-2019-129,Boston Colocation Facility - HVAC,14922000,2019-01-06,2020-05-26,0.1,Net 30,Mortenson,HKS,AEI,506,Medium,14922000,7177700,3477400,3615600,1007500,15278200,6,5,1,934800,871700,63100.0,1.0,16.7,16.7,15793700,-356200,-2.39
PRJ-2019-130,Columbus Senior Living - HVAC Upgrade,7207000,2019-03-28,2020-03-09,0.1,Net 30,Turner Construction,HOK,AEI,347,Medium,7207000,3379100,1416300,1818500,456000,7069900,17,16,1,1623900,1564200,59700.0,7.0,5.9,41.2,8771200,137100,1.9
PRJ-2019-131,Cincinnati Hospital - Mechanical Systems Renovation,44330000,2019-01-31,2020-10-06,0.1,Net 30,JE Dunn,HKS,Henderson Engineers,614,Large,44330000,22003900,8955100,9350300,2185200,42494500,12,10,2,6420400,5880200,540200.0,5.0,16.7,41.7,50210200,1835500,4.14
PRJ-2019-132,San Antonio Corporate Campus - HVAC Systems,4919000,2019-02-15,2020-09-20,0.1,Net 30,Turner Construction,Gensler,Syska Hennessy,583,Small,4919000,2464100,1019400,1233000,267400,4983900,10,9,1,365500,315200,50300.0,1.0,10.0,10.0,5234200,-64900,-1.32
PRJ-2019-133,Oklahoma City Elementary Campus - Climate Systems,8572000,2019-03-30,2020-02-15,0.1,Net 30,Turner Construction,Perkins&Will,WSP,322,Medium,8572000,4796600,1940800,2046300,486000,9269700,10,7,3,1131300,511700,619600.0,3.0,30.0,30.0,9083700,-697700,-8.14
PRJ-2019-134,Minneapolis Cloud Campus Phase 1 - Cooling,5471000,2019-02-13,2020-02-03,0.1,Net 30,JE Dunn,HOK,AEI,355,Medium,5471000,2881200,1258100,1317100,346900,5803300,9,5,4,907800,508700,399100.0,1.0,44.4,11.1,5979700,-332300,-6.07
PRJ-2019-135,Minneapolis Mixed-Income Housing - Climate Control,17311000,2019-01-14,2020-04-24,0.1,Net 30,JE Dunn,HKS,Henderson Engineers,466,Medium,17311000,9046000,3861400,4470600,841300,18219300,8,8,0,2149700,2149700,,3.0,0.0,37.5,19460700,-908300,-5.25
PRJ-2019-136,Salt Lake City Medical Campus - New HVAC Installation,8264000,2019-01-10,2019-12-24,0.1,Net 30,Skanska USA,Gensler,WSP,348,Medium,8264000,4616300,1741600,2138700,452800,8949400,10,9,1,895300,768500,126800.0,3.0,10.0,30.0,9032500,-685400,-8.29
PRJ-2019-137,Kansas City Office Park - Core & Shell MEP,28675000,2019-03-08,2020-07-03,0.1,Net 30,JE Dunn,Gensler,Henderson Engineers,483,Large,28675000,15425200,6451700,8090000,1824300,31791200,11,8,3,5388400,4167000,1221400.0,2.0,27.3,18.2,32842000,-3116200,-10.87
PRJ-2019-138,Albuquerque Elementary Campus - Climate Systems,12417000,2019-01-31,2021-03-01,0.1,Net 30,Turner Construction,HKS,Henderson Engineers,760,Medium,12417000,6375600,2810400,3227100,849600,13262700,14,12,2,2563000,2613700,-50700.0,2.0,14.3,14.3,15030700,-845700,-6.81
PRJ-2019-139,Sacramento Colocation Facility - HVAC,7332000,2019-03-19,2020-02-16,0.1,Net 30,Turner Construction,Gensler,Syska Hennessy,334,Medium,7332000,3549600,1453600,1662200,443900,7109300,8,8,0,1153100,1153100,,1.0,0.0,12.5,8485100,222700,3.04
PRJ-2019-140,Boston Senior Living - HVAC Upgrade,11399000,2019-01-30,2020-10-22,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,631,Medium,11399000,5994600,2639800,2808300,745300,12188000,14,12,2,2480700,2088800,391900.0,2.0,14.3,14.3,13487800,-789000,-6.92
PRJ-2019-141,Richmond Medical Campus - New HVAC Installation,37483000,2019-02-28,2020-09-10,0.1,Net 30,Turner Construction,HOK,ARUP,560,Large,37483000,17333500,7748600,9320300,2079900,36482300,8,6,2,4471600,3203500,1268100.0,,25.0,0.0,40686500,1000700,2.67
PRJ-2019-142,Louisville Business Center - MEP Systems,27982000,2019-03-09,2020-02-01,0.1,Net 30,JE Dunn,HOK,Henderson Engineers,329,Large,27982000,14054500,5743800,5904700,1732000,27435000,9,7,2,1603200,1479900,123300.0,2.0,22.2,22.2,29461900,547000,1.95
PRJ-2019-143,Indianapolis Middle School - HVAC Systems,3114000,2019-02-15,2020-06-26,0.1,Net 30,JE Dunn,SmithGroup,ARUP,497,Small,3114000,1687800,727600,816600,217500,3449500,9,8,1,307600,246100,61500.0,3.0,11.1,33.3,3360100,-335500,-10.77
PRJ-2019-144,Richmond Data Center - Precision Cooling Systems,8799000,2019-02-25,2020-05-04,0.1,Net 30,DPR Construction,Perkins&Will,ARUP,434,Medium,8799000,4312800,1723800,1804100,484100,8324800,14,12,2,1750200,1449800,300400.0,4.0,14.3,28.6,10248800,474200,5.39
PRJ-2019-145,Oklahoma City Mixed-Income Housing - Climate Control,4355000,2019-01-01,2020-03-15,0.1,Net 30,Skanska USA,SmithGroup,Syska Hennessy,439,Small,4355000,2039500,697200,1026800,264700,4028200,8,6,2,285800,126100,159700.0,2.0,25.0,25.0,4481100,326800,7.5
PRJ-2019-146,Denver Hospital - Mechanical Systems Renovation,7959000,2019-02-10,2020-01-17,0.1,Net 30,JE Dunn,HKS,Syska Hennessy,341,Medium,7959000,4064200,1469500,1945700,470600,7950000,9,5,4,915100,409600,505500.0,3.0,44.4,33.3,8368600,9000,0.11
PRJ-2019-147,Oklahoma City Office Park - Core & Shell MEP,18067000,2019-03-20,2020-06-10,0.1,Net 30,Skanska USA,HOK,WSP,448,Medium,18067000,10074700,4388000,4412600,1269400,20144700,17,11,6,5166000,3270300,1895700.0,8.0,35.3,47.1,21337300,-2077700,-11.5
PRJ-2019-148,Las Vegas Middle School - HVAC Systems,7547000,2019-01-14,2020-05-27,0.1,Net 30,JE Dunn,HOK,Syska Hennessy,499,Medium,7547000,3623500,1461200,2028700,469000,7582400,9,8,1,803200,645600,157600.0,1.0,11.1,11.1,8192600,-35400,-0.47
PRJ-2019-149,Boston Data Center - Precision Cooling Systems,21493000,2019-02-16,2020-09-11,0.1,Net 30,JE Dunn,HKS,ARUP,573,Large,21493000,11430000,4747400,4769300,1266500,22213200,9,6,3,2216800,1340100,876700.0,2.0,33.3,22.2,22833100,-720200,-3.35
PRJ-2019-150,Oklahoma City Mixed-Income Housing - Climate Control,26488000,2019-01-04,2020-10-06,0.1,Net 30,JE Dunn,Gensler,WSP,641,Large,26488000,12253500,5746400,6181600,1212600,25394100,20,16,4,4503300,3744600,758700.0,3.0,20.0,15.0,30232600,1093900,4.13
PRJ-2019-151,Albuquerque Surgery Center - Climate Control,29676000,2019-01-23,2020-10-16,0.1,Net 30,JE Dunn,HKS,Henderson Engineers,632,Large,29676000,14993300,6401500,7201000,2007000,30602800,8,6,2,4119300,3244900,874400.0,1.0,25.0,12.5,32920900,-926800,-3.12
PRJ-2019-152,Phoenix Mixed-Use Tower - Mechanical,2246000,2019-03-29,2020-07-18,0.1,Net 30,Mortenson,HKS,Syska Hennessy,477,Small,2246000,853900,324700,443500,125600,1747700,11,8,3,324000,200000,124000.0,6.0,27.3,54.5,2446000,498300,22.19
PRJ-2019-153,Indianapolis Middle School - HVAC Systems,4947000,2019-02-10,2020-10-09,0.1,Net 30,DPR Construction,SmithGroup,AEI,607,Small,4947000,2708000,1097200,1186200,336800,5328200,20,16,4,1430800,1328800,102000.0,7.0,20.0,35.0,6275800,-381200,-7.71
PRJ-2019-154,Las Vegas Colocation Facility - HVAC,6455000,2019-01-09,2021-01-20,0.1,Net 30,DPR Construction,Perkins&Will,ARUP,742,Medium,6455000,3386100,1299700,1763900,391900,6841600,11,9,2,886000,575500,310500.0,3.0,18.2,27.3,7030500,-386600,-5.99
PRJ-2019-155,Cincinnati Mixed-Income Housing - Climate Control,7959000,2019-03-05,2020-11-03,0.1,Net 30,Skanska USA,HOK,Henderson Engineers,609,Medium,7959000,4255100,1958200,1995700,517300,8726300,6,5,1,462500,423800,38700.0,1.0,16.7,16.7,8382800,-767300,-9.64
PRJ-2019-156,Richmond Regional Medical Center - HVAC Upgrade,36862000,2019-01-14,2020-03-13,0.1,Net 30,Mortenson,HKS,Henderson Engineers,424,Large,36862000,20365100,8425800,8214900,2607900,39613700,7,6,1,3261000,3566400,-305400.0,2.0,14.3,28.6,40428400,-2751700,-7.46
PRJ-2019-157,Portland Office Park - Core & Shell MEP,6804000,2019-01-17,2020-04-11,0.1,Net 30,Mortenson,HKS,ARUP,450,Medium,6804000,3191200,1248500,1746300,389100,6575100,13,11,2,1305900,1068700,237200.0,2.0,15.4,15.4,7872700,228900,3.36
PRJ-2019-158,Denver High School - New Construction,5838000,2019-03-23,2020-05-11,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,415,Medium,5838000,2686900,1220100,1285000,250000,5442000,6,4,2,536600,365200,171400.0,1.0,33.3,16.7,6203200,396000,6.78
PRJ-2019-159,Albuquerque Data Center - Precision Cooling Systems,18511000,2019-01-31,2020-07-01,0.1,Net 30,JE Dunn,HKS,Syska Hennessy,517,Medium,18511000,8909600,3568300,4254400,953400,17685700,6,5,1,1236400,886500,349900.0,,16.7,0.0,19397500,825300,4.46
PRJ-2019-160,Cincinnati Apartment Complex - MEP,6817000,2019-02-26,2020-07-21,0.1,Net 30,JE Dunn,HKS,Syska Hennessy,511,Medium,6817000,3264900,1266700,1475900,326400,6333900,12,8,4,1294000,1122700,171300.0,3.0,33.3,25.0,7939700,483100,7.09
PRJ-2020-161,Phoenix Regional Medical Center - HVAC Upgrade,58874000,2020-02-02,2021-11-22,0.1,Net 30,JE Dunn,HKS,ARUP,659,Mega,58874000,28851300,12958300,14350800,3450100,59610500,17,8,9,15160700,6299700,8861000.0,5.0,52.9,29.4,65173700,-736500,-1.25
PRJ-2020-162,Denver Corporate Campus - HVAC Systems,29697000,2020-02-26,2020-11-16,0.1,Net 30,Turner Construction,Gensler,Henderson Engineers,264,Large,29697000,15599900,6557400,6865700,1534000,30557000,5,3,2,798700,147900,650800.0,,40.0,0.0,29844900,-860000,-2.9
PRJ-2020-163,Nashville High School - New Construction,7125000,2020-01-01,2022-02-16,0.1,Net 30,Mortenson,HKS,WSP,777,Medium,7125000,3868000,1412700,1849900,496100,7626700,19,14,5,2301000,1874200,426800.0,6.0,26.3,31.6,8999200,-501700,-7.04
PRJ-2020-164,Richmond Cloud Campus Phase 1 - Cooling,7029000,2020-02-03,2021-06-20,0.1,Net 30,Turner Construction,Perkins&Will,ARUP,503,Medium,7029000,3464800,1432400,1860000,390000,7147200,7,6,1,800200,822900,-22700.0,1.0,14.3,14.3,7851900,-118200,-1.68
PRJ-2020-165,Salt Lake City Senior Living - HVAC Upgrade,8448000,2020-02-27,2022-02-06,0.1,Net 30,JE Dunn,Perkins&Will,Henderson Engineers,710,Medium,8448000,4071800,1627700,2263000,451300,8413800,17,16,1,1768500,1864100,-95600.0,2.0,5.9,11.8,10312100,34200,0.4
PRJ-2020-166,Portland Medical Campus - New HVAC Installation,52683000,2020-01-26,2021-10-16,0.1,Net 30,Turner Construction,SmithGroup,ARUP,629,Mega,52683000,28509400,13077300,11905900,3064900,56557500,9,7,2,7969800,6137300,1832500.0,3.0,22.2,33.3,58820300,-3874500,-7.35
PRJ-2020-167,Minneapolis Mixed-Use Tower - Mechanical,10960000,2020-01-01,2021-06-09,0.1,Net 30,Turner Construction,Perkins&Will,Syska Hennessy,525,Medium,10960000,5102900,2239700,2735200,648800,10726600,6,3,3,1137300,648500,488800.0,3.0,50.0,50.0,11608500,233400,2.13
PRJ-2020-168,Cincinnati High School - New Construction,7650000,2020-01-22,2020-10-10,0.1,Net 30,JE Dunn,Gensler,AEI,262,Medium,7650000,3829800,1745200,1879000,512000,7966000,4,3,1,378100,339900,38200.0,3.0,25.0,75.0,7989900,-316000,-4.13
PRJ-2020-169,Portland Colocation Facility - HVAC,10657000,2020-01-23,2021-01-02,0.1,Net 30,Skanska USA,SmithGroup,Syska Hennessy,345,Medium,10657000,5491800,2383200,2692500,635400,11202900,7,5,2,378700,680800,-302100.0,2.0,28.6,28.6,11337800,-545900,-5.12
PRJ-2020-170,Minneapolis Residential Tower - HVAC Systems,4816000,2020-02-15,2020-08-17,0.1,Net 30,JE Dunn,Perkins&Will,Henderson Engineers,184,Small,4816000,2405000,1039900,1134100,310900,4889900,3,3,0,119100,119100,,1.0,0.0,33.3,4935100,-73900,-1.53
PRJ-2020-171,Las Vegas Surgery Center - Climate Control,5525000,2020-02-03,2020-09-20,0.1,Net 30,Skanska USA,Gensler,ARUP,230,Medium,5525000,2747000,1048700,1138500,345900,5280100,6,5,1,182900,152100,30800.0,2.0,16.7,33.3,5677100,244900,4.43
PRJ-2020-172,Boston Business Center - MEP Systems,4940000,2020-03-23,2021-09-05,0.1,Net 30,DPR Construction,Gensler,Henderson Engineers,531,Small,4940000,2693400,1089100,1215500,282800,5280800,10,8,2,743100,567900,175200.0,2.0,20.0,20.0,5507900,-340800,-6.9
PRJ-2020-173,Boston Middle School - HVAC Systems,3384000,2020-03-11,2021-03-27,0.1,Net 30,Skanska USA,SmithGroup,AEI,381,Small,3384000,1699900,723600,819900,165900,3409300,12,9,3,587200,366100,221100.0,1.0,25.0,8.3,3750100,-25300,-0.75
PRJ-2020-174,Louisville Cloud Campus Phase 1 - Cooling,8026000,2020-03-23,2021-12-09,0.1,Net 30,JE Dunn,Perkins&Will,WSP,626,Medium,8026000,3991300,1766600,2293400,539400,8590700,11,10,1,1430600,1364300,66300.0,2.0,9.1,18.2,9390300,-564700,-7.04
PRJ-2020-175,Baltimore Senior Living - HVAC Upgrade,21782000,2020-01-13,2021-05-01,0.1,Net 30,DPR Construction,HKS,AEI,474,Large,21782000,10285100,4385900,5455100,1390200,21516300,10,7,3,3430900,2693000,737900.0,1.0,30.0,10.0,24475000,265700,1.22
PRJ-2020-176,Chicago Regional Medical Center - HVAC Upgrade,29701000,2020-03-06,2021-08-03,0.1,Net 30,Skanska USA,SmithGroup,Henderson Engineers,515,Large,29701000,15632300,6281000,7475600,1807600,31196500,7,4,3,2452900,205800,2247100.0,4.0,42.9,57.1,29906800,-1495500,-5.04
PRJ-2020-177,Atlanta Corporate Campus - HVAC Systems,11218000,2020-02-25,2021-01-22,0.1,Net 30,Turner Construction,Gensler,WSP,332,Medium,11218000,5445600,2273800,2677700,588600,10985700,8,6,2,1459800,1460400,-600.0,2.0,25.0,25.0,12678400,232300,2.07
PRJ-2020-178,Houston High School - New Construction,13653000,2020-01-30,2020-11-27,0.1,Net 30,DPR Construction,Gensler,AEI,302,Medium,13653000,6329000,2561500,3476200,818900,13185600,9,6,3,1137800,492600,645200.0,2.0,33.3,22.2,14145600,467400,3.42
PRJ-2020-179,Louisville Edge Data Center - Thermal Management,22670000,2020-03-14,2022-05-10,0.1,Net 30,DPR Construction,HKS,WSP,787,Large,22670000,10838100,4611300,4603200,1319700,21372300,13,10,3,3189800,2663300,526500.0,4.0,23.1,30.8,25333300,1297700,5.72
PRJ-2020-180,Kansas City Senior Living - HVAC Upgrade,8550000,2020-01-20,2022-01-17,0.1,Net 30,Mortenson,Perkins&Will,Henderson Engineers,728,Medium,8550000,4408200,1911400,1996700,423700,8740000,20,17,3,1963600,1672000,291600.0,7.0,15.0,35.0,10222000,-190000,-2.22
