project_id,sov_line_id,line_number,sov_description,scheduled_value,total_billed,pct_complete,balance_to_finish,application_number,period_end,completion_stage,overbilled_flag
PRJ-2021-241,PRJ-2021-241-SOV-10,10,Controls - DDC/BAS Installation,1545900,1510000,97.7,35900.0,20,2022-09-13,Near complete (75–99%),False
PRJ-2020-203,PRJ-2020-203-SOV-02,2,Submittals & Engineering,176600,176600,100.0,0.0,20,2021-09-07,Complete (100%),False
PRJ-2020-221,PRJ-2020-221-SOV-08,8,Equipment - Chillers/Boilers,1215400,1214600,99.9,800.0,20,2021-09-21,Near complete (75–99%),False
PRJ-2020-219,PRJ-2020-219-SOV-06,6,Piping - Refrigerant,1465800,1464900,99.9,900.0,20,2021-09-27,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-05,5,Piping - Hydronic Systems,2077900,2075200,99.9,2700.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-07,7,Equipment - RTUs/AHUs,2394400,2389900,99.8,4500.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-08,8,Equipment - Chillers/Boilers,2573300,2569700,99.9,3600.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1677800,1676200,99.9,1600.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-10,10,Controls - DDC/BAS Installation,1287000,1256300,97.6,30700.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-11,11,Controls - Programming & Commissioning,895300,873500,97.6,21800.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-12,12,Insulation,1110400,1083100,97.5,27300.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",506700,495300,97.8,11400.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-14,14,Startup & Commissioning Support,504000,493100,97.8,10900.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-15,15,Closeout Documentation & Training,286700,280000,97.7,6700.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-06,6,Piping - Refrigerant,1139000,1138200,99.9,800.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-04,4,Ductwork - Installation,2293100,2290000,99.9,3100.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-016,PRJ-2018-016-SOV-03,3,Ductwork - Fabrication,1656900,1653600,99.8,3300.0,20,2019-10-15,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-15,15,Closeout Documentation & Training,294400,288000,97.8,6400.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-14,14,Startup & Commissioning Support,571800,559900,97.9,11900.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-03,3,Ductwork - Fabrication,2053200,2050600,99.9,2600.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-04,4,Ductwork - Installation,2403800,2398500,99.8,5300.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-05,5,Piping - Hydronic Systems,1833800,1832400,99.9,1400.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-06,6,Piping - Refrigerant,1372900,1371900,99.9,1000.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-07,7,Equipment - RTUs/AHUs,3156400,3151700,99.9,4700.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-08,8,Equipment - Chillers/Boilers,2572900,2568600,99.8,4300.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-09,9,Equipment - Terminal Units (VAV/FCU),2048700,2045700,99.9,3000.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-10,10,Controls - DDC/BAS Installation,1502100,1465200,97.5,36900.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-11,11,Controls - Programming & Commissioning,1035500,1009800,97.5,25700.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-12,12,Insulation,1073000,1047400,97.6,25600.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2018-015,PRJ-2018-015-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",467100,456700,97.8,10400.0,20,2019-10-05,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-15,15,Closeout Documentation & Training,152000,148500,97.7,3500.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-14,14,Startup & Commissioning Support,248500,242900,97.7,5600.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",251700,246000,97.7,5700.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-12,12,Insulation,471900,461000,97.7,10900.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-11,11,Controls - Programming & Commissioning,306200,298900,97.6,7300.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-10,10,Controls - DDC/BAS Installation,834700,814900,97.6,19800.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-09,9,Equipment - Terminal Units (VAV/FCU),785100,783000,99.7,2100.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-08,8,Equipment - Chillers/Boilers,1149200,1146700,99.8,2500.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-07,7,Equipment - RTUs/AHUs,1559200,1557700,99.9,1500.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-06,6,Piping - Refrigerant,601500,600600,99.9,900.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-05,5,Piping - Hydronic Systems,945400,944500,99.9,900.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-04,4,Ductwork - Installation,985700,983900,99.8,1800.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2021-288,PRJ-2021-288-SOV-03,3,Ductwork - Fabrication,749300,748300,99.9,1000.0,20,2022-09-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-11,11,Controls - Programming & Commissioning,777500,757900,97.5,19600.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",489700,479300,97.9,10400.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-14,14,Startup & Commissioning Support,507700,496400,97.8,11300.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-15,15,Closeout Documentation & Training,269000,263300,97.9,5700.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-12,12,Insulation,1021000,995000,97.5,26000.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-10,10,Controls - DDC/BAS Installation,1048500,1022500,97.5,26000.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1346600,1344800,99.9,1800.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-03,3,Ductwork - Fabrication,1876200,1873800,99.9,2400.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-04,4,Ductwork - Installation,1751600,1750400,99.9,1200.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-05,5,Piping - Hydronic Systems,1933000,1929200,99.8,3800.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-06,6,Piping - Refrigerant,1082600,1081600,99.9,1000.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-07,7,Equipment - RTUs/AHUs,2515200,2512400,99.9,2800.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2022-380,PRJ-2022-380-SOV-08,8,Equipment - Chillers/Boilers,1400800,1397000,99.7,3800.0,20,2023-10-10,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-03,3,Ductwork - Fabrication,3601300,3598700,99.9,2600.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-04,4,Ductwork - Installation,3813500,3805500,99.8,8000.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-05,5,Piping - Hydronic Systems,3945700,3940500,99.9,5200.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-06,6,Piping - Refrigerant,1332900,1330500,99.8,2400.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2020-193,PRJ-2020-193-SOV-01,1,General Conditions & Project Management,980500,980500,100.0,0.0,20,2021-10-25,Complete (100%),False
PRJ-2020-193,PRJ-2020-193-SOV-02,2,Submittals & Engineering,462900,462900,100.0,0.0,20,2021-10-25,Complete (100%),False
PRJ-2019-141,PRJ-2019-141-SOV-15,15,Closeout Documentation & Training,560200,548100,97.8,12100.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-14,14,Startup & Commissioning Support,971700,950100,97.8,21600.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",1198300,1171900,97.8,26400.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-12,12,Insulation,1580000,1541000,97.5,39000.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-11,11,Controls - Programming & Commissioning,1244700,1215400,97.6,29300.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-10,10,Controls - DDC/BAS Installation,2979500,2904200,97.5,75300.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-09,9,Equipment - Terminal Units (VAV/FCU),2418300,2412600,99.8,5700.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-08,8,Equipment - Chillers/Boilers,4549300,4542600,99.9,6700.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2019-141,PRJ-2019-141-SOV-07,7,Equipment - RTUs/AHUs,5600200,5594100,99.9,6100.0,20,2020-10-15,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-15,15,Closeout Documentation & Training,84300,82400,97.7,1900.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-04,4,Ductwork - Installation,2156300,2153200,99.9,3100.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-05,5,Piping - Hydronic Systems,1982500,1979900,99.9,2600.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-06,6,Piping - Refrigerant,957000,956500,99.9,500.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-07,7,Equipment - RTUs/AHUs,2333400,2328400,99.8,5000.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-08,8,Equipment - Chillers/Boilers,2187500,2186300,99.9,1200.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-09,9,Equipment - Terminal Units (VAV/FCU),1406700,1404100,99.8,2600.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-10,10,Controls - DDC/BAS Installation,1712700,1669700,97.5,43000.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-11,11,Controls - Programming & Commissioning,713500,695600,97.5,17900.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-12,12,Insulation,1060400,1035300,97.6,25100.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",585000,572600,97.9,12400.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-14,14,Startup & Commissioning Support,477200,467200,97.9,10000.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-15,15,Closeout Documentation & Training,353600,345600,97.7,8000.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-03,3,Ductwork - Fabrication,380000,379100,99.8,900.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-04,4,Ductwork - Installation,392900,391900,99.7,1000.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2018-066,PRJ-2018-066-SOV-03,3,Ductwork - Fabrication,1910200,1905700,99.8,4500.0,20,2019-10-17,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-14,14,Startup & Commissioning Support,119700,117100,97.8,2600.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-06,6,Piping - Refrigerant,260300,259900,99.8,400.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",90800,88800,97.8,2000.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-03,3,Ductwork - Fabrication,493200,492900,99.9,300.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-04,4,Ductwork - Installation,446300,445200,99.8,1100.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-05,5,Piping - Hydronic Systems,497900,497600,99.9,300.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-06,6,Piping - Refrigerant,295700,295200,99.8,500.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-07,7,Equipment - RTUs/AHUs,643300,642800,99.9,500.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-08,8,Equipment - Chillers/Boilers,440700,440400,99.9,300.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-09,9,Equipment - Terminal Units (VAV/FCU),304900,304100,99.7,800.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-10,10,Controls - DDC/BAS Installation,332400,324600,97.7,7800.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-11,11,Controls - Programming & Commissioning,184400,180100,97.7,4300.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2018-013,PRJ-2018-013-SOV-12,12,Insulation,173100,169100,97.7,4000.0,20,2019-08-25,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-05,5,Piping - Hydronic Systems,414900,414200,99.8,700.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-07,7,Equipment - RTUs/AHUs,512300,511700,99.9,600.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-11,11,Controls - Programming & Commissioning,167000,163000,97.6,4000.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-09,9,Equipment - Terminal Units (VAV/FCU),249200,248900,99.9,300.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-08,8,Equipment - Chillers/Boilers,406300,405800,99.9,500.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-15,15,Closeout Documentation & Training,919200,898600,97.8,20600.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-14,14,Startup & Commissioning Support,1326200,1297800,97.9,28400.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",1621500,1586900,97.9,34600.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-12,12,Insulation,2084200,2033100,97.5,51100.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-11,11,Controls - Programming & Commissioning,1979000,1932500,97.7,46500.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-10,10,Controls - DDC/BAS Installation,4507800,4397600,97.6,110200.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2019-087,PRJ-2019-087-SOV-01,1,General Conditions & Project Management,1334100,1334100,100.0,0.0,20,2020-11-01,Complete (100%),False
PRJ-2019-087,PRJ-2019-087-SOV-02,2,Submittals & Engineering,440600,440600,100.0,0.0,20,2020-11-01,Complete (100%),False
PRJ-2020-166,PRJ-2020-166-SOV-09,9,Equipment - Terminal Units (VAV/FCU),3827400,3823800,99.9,3600.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-08,8,Equipment - Chillers/Boilers,4484100,4473000,99.8,11100.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-07,7,Equipment - RTUs/AHUs,7215900,7207000,99.9,8900.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-06,6,Piping - Refrigerant,2470200,2467200,99.9,3000.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-05,5,Piping - Hydronic Systems,4950400,4941600,99.8,8800.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-04,4,Ductwork - Installation,6769400,6756600,99.8,12800.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-166,PRJ-2020-166-SOV-03,3,Ductwork - Fabrication,5279900,5271700,99.8,8200.0,20,2021-09-12,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-10,10,Controls - DDC/BAS Installation,262800,256400,97.6,6400.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-12,12,Insulation,187300,182700,97.5,4600.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-04,4,Ductwork - Installation,606700,605700,99.8,1000.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-05,5,Piping - Hydronic Systems,424500,424000,99.9,500.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-06,6,Piping - Refrigerant,279800,279200,99.8,600.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-07,7,Equipment - RTUs/AHUs,600400,599800,99.9,600.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-08,8,Equipment - Chillers/Boilers,575800,574800,99.8,1000.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-09,9,Equipment - Terminal Units (VAV/FCU),325900,325400,99.8,500.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-10,10,Controls - DDC/BAS Installation,427200,416800,97.6,10400.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-11,11,Controls - Programming & Commissioning,146300,142700,97.5,3600.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-12,12,Insulation,245400,239400,97.6,6000.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",96200,94100,97.8,2100.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-14,14,Startup & Commissioning Support,103000,100600,97.7,2400.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-15,15,Closeout Documentation & Training,82800,81000,97.8,1800.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2019-081,PRJ-2019-081-SOV-01,1,General Conditions & Project Management,3497900,3497900,100.0,0.0,20,2020-10-12,Complete (100%),False
PRJ-2019-081,PRJ-2019-081-SOV-02,2,Submittals & Engineering,1336800,1336800,100.0,0.0,20,2020-10-12,Complete (100%),False
PRJ-2020-185,PRJ-2020-185-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",95700,93600,97.8,2100.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-172,PRJ-2020-172-SOV-03,3,Ductwork - Fabrication,492900,492100,99.8,800.0,20,2021-11-08,Near complete (75–99%),False
PRJ-2020-183,PRJ-2020-183-SOV-02,2,Submittals & Engineering,411300,411300,100.0,0.0,20,2021-10-01,Complete (100%),False
PRJ-2022-368,PRJ-2022-368-SOV-05,5,Piping - Hydronic Systems,1278200,1276300,99.9,1900.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-03,3,Ductwork - Fabrication,1277500,1275900,99.9,1600.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-04,4,Ductwork - Installation,1524900,1522000,99.8,2900.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-06,6,Piping - Refrigerant,600300,599600,99.9,700.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-07,7,Equipment - RTUs/AHUs,1946000,1943900,99.9,2100.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-14,14,Startup & Commissioning Support,79000,77400,98.0,1600.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2020-185,PRJ-2020-185-SOV-15,15,Closeout Documentation & Training,54900,53700,97.8,1200.0,20,2021-11-09,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-15,15,Closeout Documentation & Training,158800,155400,97.9,3400.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-14,14,Startup & Commissioning Support,272600,266200,97.7,6400.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",240900,235600,97.8,5300.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-12,12,Insulation,601600,587400,97.6,14200.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-11,11,Controls - Programming & Commissioning,569100,555700,97.6,13400.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-10,10,Controls - DDC/BAS Installation,903800,882700,97.7,21100.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-09,9,Equipment - Terminal Units (VAV/FCU),742900,741300,99.8,1600.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2022-368,PRJ-2022-368-SOV-08,8,Equipment - Chillers/Boilers,1373900,1372600,99.9,1300.0,20,2023-10-11,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-08,8,Equipment - Chillers/Boilers,377400,377200,99.9,200.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-06,6,Piping - Refrigerant,190000,189600,99.8,400.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-05,5,Piping - Hydronic Systems,468800,467900,99.8,900.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-04,4,Ductwork - Installation,503000,502300,99.9,700.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-03,3,Ductwork - Fabrication,496900,496000,99.8,900.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-07,7,Equipment - RTUs/AHUs,744000,742800,99.8,1200.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-09,9,Equipment - Terminal Units (VAV/FCU),452200,451400,99.8,800.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-10,10,Controls - DDC/BAS Installation,458400,447100,97.5,11300.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-03,3,Ductwork - Fabrication,773000,771800,99.8,1200.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-04,4,Ductwork - Installation,1044700,1043200,99.9,1500.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-05,5,Piping - Hydronic Systems,673800,673300,99.9,500.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-06,6,Piping - Refrigerant,343600,343100,99.9,500.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-07,7,Equipment - RTUs/AHUs,1352100,1350200,99.9,1900.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-08,8,Equipment - Chillers/Boilers,782300,781700,99.9,600.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-09,9,Equipment - Terminal Units (VAV/FCU),697400,695800,99.8,1600.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-10,10,Controls - DDC/BAS Installation,633800,618600,97.6,15200.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-11,11,Controls - Programming & Commissioning,379700,370600,97.6,9100.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-12,12,Insulation,391500,382100,97.6,9400.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",306500,299500,97.7,7000.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-14,14,Startup & Commissioning Support,214700,210000,97.8,4700.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-083,PRJ-2019-083-SOV-15,15,Closeout Documentation & Training,130100,127100,97.7,3000.0,20,2020-08-28,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-13,13,"Testing, Adjusting & Balancing (TAB)",184100,180200,97.9,3900.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-12,12,Insulation,240600,234800,97.6,5800.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2019-153,PRJ-2019-153-SOV-11,11,Controls - Programming & Commissioning,180000,175600,97.6,4400.0,20,2020-09-27,Near complete (75–99%),False
PRJ-2021-294,PRJ-2021-294-SOV-02,2,Submittals & Engineering,204700,204700,100.0,0.0,20,2022-10-19,Complete (100%),False
