project_id,application_number,total_billed_this_app,cumulative_billed,lines_count,retention_held,net_payment_due
PRJ-2019-117,9,2050300,20502700,15,2050270.0,18452430.0
PRJ-2019-117,10,1899600,22402300,15,2240230.0,20162070.0
PRJ-2019-117,11,221400,21765400,14,2176540.0,19588860.0
PRJ-2019-117,12,619000,20532000,13,2053200.0,18478800.0
PRJ-2019-118,2,471400,471400,9,47140.0,424260.0
PRJ-2019-118,3,623400,1094800,12,109480.0,985320.0
PRJ-2019-118,4,408900,1503700,15,150370.0,1353330.0
PRJ-2019-118,5,358100,1861800,15,186180.0,1675620.0
PRJ-2019-118,6,352600,2214400,15,221440.0,1992960.0
PRJ-2019-118,7,346000,2560400,15,256040.0,2304360.0
PRJ-2019-118,8,362400,2922800,15,292280.0,2630520.0
PRJ-2019-118,9,346200,3269000,15,326900.0,2942100.0
PRJ-2019-118,10,339800,3608800,15,360880.0,3247920.0
PRJ-2019-118,11,323300,3932100,15,393210.0,3538890.0
PRJ-2019-118,12,309800,3807700,13,380770.0,3426930.0
PRJ-2019-118,13,89800,3897500,13,389750.0,3507750.0
PRJ-2019-118,14,102100,3999600,13,399960.0,3599640.0
PRJ-2019-118,15,102400,4102000,13,410200.0,3691800.0
PRJ-2019-119,2,1640100,1640100,9,164010.0,1476090.0
PRJ-2019-119,3,1992100,3632200,12,363220.0,3268980.0
PRJ-2019-119,4,1931900,5564100,15,556410.0,5007690.0
PRJ-2019-119,5,1221400,6785500,15,678550.0,6106950.0
PRJ-2019-119,6,1182300,7967800,15,796780.0,7171020.0
PRJ-2019-119,7,1178500,9146300,15,914630.0,8231670.0
PRJ-2019-119,8,1190200,10336500,15,1033650.0,9302850.0
PRJ-2019-119,9,1147300,11483800,15,1148380.0,10335420.0
PRJ-2019-119,10,1198700,12682500,15,1268250.0,11414250.0
PRJ-2019-119,11,1185600,13868100,15,1386810.0,12481290.0
PRJ-2019-119,12,1191900,15060000,15,1506000.0,13554000.0
PRJ-2019-119,13,1069300,16129300,15,1612930.0,14516370.0
PRJ-2019-119,14,1068800,17198100,15,1719810.0,15478290.0
PRJ-2019-119,15,1046400,16376800,13,1637680.0,14739120.0
PRJ-2019-119,16,1045800,17422600,13,1742260.0,15680340.0
PRJ-2019-119,18,42300,13599700,10,1359970.0,12239730.0
PRJ-2019-119,19,306100,17771000,13,1777100.0,15993900.0
PRJ-2019-120,2,481400,481400,9,48140.0,433260.0
PRJ-2019-120,3,585600,1067000,12,106700.0,960300.0
PRJ-2019-120,4,639800,1706800,12,170680.0,1536120.0
PRJ-2019-120,5,506700,2213500,15,221350.0,1992150.0
PRJ-2019-120,6,360300,2573800,15,257380.0,2316420.0
PRJ-2019-120,7,362000,2935800,15,293580.0,2642220.0
PRJ-2019-120,8,361500,3297300,15,329730.0,2967570.0
PRJ-2019-120,9,359100,3656400,15,365640.0,3290760.0
PRJ-2019-120,10,349300,4005700,15,400570.0,3605130.0
PRJ-2019-120,11,367400,4373100,15,437310.0,3935790.0
PRJ-2019-120,12,340800,4713900,15,471390.0,4242510.0
PRJ-2019-120,13,368900,5082800,15,508280.0,4574520.0
PRJ-2019-120,14,358400,5441200,15,544120.0,4897080.0
PRJ-2019-120,15,357500,5798700,15,579870.0,5218830.0
PRJ-2019-120,16,325000,6123700,15,612370.0,5511330.0
PRJ-2019-120,17,308500,6432200,15,643220.0,5788980.0
PRJ-2019-120,18,315100,5966400,13,596640.0,5369760.0
PRJ-2019-120,19,313500,6279900,13,627990.0,5651910.0
PRJ-2019-120,20,319900,6599800,13,659980.0,5939820.0
PRJ-2019-120,22,900,691900,1,69190.0,622710.0
PRJ-2019-120,23,79000,6679700,13,667970.0,6011730.0
PRJ-2019-120,24,105600,6785300,13,678530.0,6106770.0
PRJ-2019-121,2,2741600,2741600,9,274160.0,2467440.0
PRJ-2019-121,3,2772800,5514400,9,551440.0,4962960.0
PRJ-2019-121,4,3367400,8881800,12,888180.0,7993620.0
PRJ-2019-121,5,3469800,12351600,12,1235160.0,11116440.0
PRJ-2019-121,6,2143600,14495200,15,1449520.0,13045680.0
PRJ-2019-121,7,1927700,16422900,15,1642290.0,14780610.0
PRJ-2019-121,8,1926700,18349600,15,1834960.0,16514640.0
PRJ-2019-121,9,1886600,20236200,15,2023620.0,18212580.0
PRJ-2019-121,10,1893400,22129600,15,2212960.0,19916640.0
PRJ-2019-121,11,1924200,24053800,15,2405380.0,21648420.0
PRJ-2019-121,12,1901500,25955300,15,2595530.0,23359770.0
PRJ-2019-121,13,1909000,27864300,15,2786430.0,25077870.0
PRJ-2019-121,14,1912200,29776500,15,2977650.0,26798850.0
PRJ-2019-121,15,1841600,31618100,15,3161810.0,28456290.0
PRJ-2019-121,16,1941500,33559600,15,3355960.0,30203640.0
PRJ-2019-121,17,1910900,35470500,15,3547050.0,31923450.0
PRJ-2019-121,18,1814000,37284500,15,3728450.0,33556050.0
PRJ-2019-121,19,1749100,39033600,15,3903360.0,35130240.0
PRJ-2019-121,20,1645100,39100000,14,3910000.0,35190000.0
PRJ-2019-121,21,1781600,38069800,13,3806980.0,34262820.0
PRJ-2019-121,22,1650300,39720100,13,3972010.0,35748090.0
PRJ-2019-121,23,1671900,41392000,13,4139200.0,37252800.0
PRJ-2019-121,25,66700,32580800,11,3258080.0,29322720.0
PRJ-2019-121,26,514800,41973500,13,4197350.0,37776150.0
PRJ-2019-121,27,550600,42524100,13,4252410.0,38271690.0
PRJ-2019-121,28,552000,43076100,13,4307610.0,38768490.0
PRJ-2019-122,2,416600,416600,12,41660.0,374940.0
PRJ-2019-122,3,498900,915500,15,91550.0,823950.0
PRJ-2019-122,4,297800,1213300,15,121330.0,1091970.0
PRJ-2019-122,5,299800,1513100,15,151310.0,1361790.0
PRJ-2019-122,6,285600,1798700,15,179870.0,1618830.0
PRJ-2019-122,7,290400,2089100,15,208910.0,1880190.0
PRJ-2019-122,8,285200,2374300,15,237430.0,2136870.0
PRJ-2019-122,9,286700,2661000,15,266100.0,2394900.0
PRJ-2019-122,10,251700,2912700,15,291270.0,2621430.0
PRJ-2019-122,11,259000,2836000,13,283600.0,2552400.0
PRJ-2019-122,12,300,303800,2,30380.0,273420.0
PRJ-2019-122,13,63900,2900200,13,290020.0,2610180.0
PRJ-2019-123,2,910900,910900,9,91090.0,819810.0
PRJ-2019-123,3,1120600,2031500,12,203150.0,1828350.0
PRJ-2019-123,4,923600,2955100,15,295510.0,2659590.0
PRJ-2019-123,5,672000,3627100,15,362710.0,3264390.0
PRJ-2019-123,6,662400,4289500,15,428950.0,3860550.0
PRJ-2019-123,7,661500,4951000,15,495100.0,4455900.0
PRJ-2019-123,8,660700,5611700,15,561170.0,5050530.0
PRJ-2019-123,9,661000,6272700,15,627270.0,5645430.0
PRJ-2019-123,10,667600,6940300,15,694030.0,6246270.0
PRJ-2019-123,11,654700,7595000,15,759500.0,6835500.0
PRJ-2019-123,12,577200,8172200,15,817220.0,7354980.0
PRJ-2019-123,13,557800,8730000,15,873000.0,7857000.0
PRJ-2019-123,14,602400,8253100,13,825310.0,7427790.0
PRJ-2019-123,15,9400,3390600,6,339060.0,3051540.0
PRJ-2019-123,16,168600,8431100,13,843110.0,7587990.0
PRJ-2019-123,17,184400,8615500,13,861550.0,7753950.0
PRJ-2019-124,2,818700,818700,12,81870.0,736830.0
PRJ-2019-124,3,1026000,1844700,15,184470.0,1660230.0
PRJ-2019-124,4,606500,2451200,15,245120.0,2206080.0
PRJ-2019-124,5,614200,3065400,15,306540.0,2758860.0
PRJ-2019-124,6,587900,3653300,15,365330.0,3287970.0
PRJ-2019-124,7,626400,4279700,15,427970.0,3851730.0
PRJ-2019-124,8,612900,4892600,15,489260.0,4403340.0
PRJ-2019-124,9,549100,5441700,15,544170.0,4897530.0
PRJ-2019-124,10,539400,5981100,15,598110.0,5382990.0
PRJ-2019-124,11,559400,5968200,13,596820.0,5371380.0
PRJ-2019-124,12,100,410000,1,41000.0,369000.0
PRJ-2019-124,13,126900,6095200,13,609520.0,5485680.0
PRJ-2019-125,2,872300,872300,9,87230.0,785070.0
PRJ-2019-125,3,964700,1837000,12,183700.0,1653300.0
PRJ-2019-125,4,1155200,2992200,12,299220.0,2692980.0
PRJ-2019-125,5,988800,3981000,15,398100.0,3582900.0
PRJ-2019-125,6,681400,4662400,15,466240.0,4196160.0
PRJ-2019-125,7,666000,5328400,15,532840.0,4795560.0
PRJ-2019-125,8,639100,5967500,15,596750.0,5370750.0
PRJ-2019-125,9,644100,6611600,15,661160.0,5950440.0
PRJ-2019-125,10,661500,7273100,15,727310.0,6545790.0
PRJ-2019-125,11,659300,7932400,15,793240.0,7139160.0
PRJ-2019-125,12,631100,8563500,15,856350.0,7707150.0
PRJ-2019-125,13,662200,9225700,15,922570.0,8303130.0
PRJ-2019-125,14,650200,9875900,15,987590.0,8888310.0
PRJ-2019-125,15,647500,10523400,15,1052340.0,9471060.0
PRJ-2019-125,16,630200,11153600,15,1115360.0,10038240.0
PRJ-2019-125,17,600800,11754400,15,1175440.0,10578960.0
PRJ-2019-125,18,575000,12329400,15,1232940.0,11096460.0
PRJ-2019-125,19,552500,11409700,13,1140970.0,10268730.0
PRJ-2019-125,20,584600,11994300,13,1199430.0,10794870.0
PRJ-2019-125,21,581200,12575500,13,1257550.0,11317950.0
PRJ-2019-125,24,59800,12635300,13,1263530.0,11371770.0
PRJ-2019-125,25,177000,12812300,13,1281230.0,11531070.0
PRJ-2019-126,2,3171500,3171500,9,317150.0,2854350.0
PRJ-2019-126,3,3897300,7068800,12,706880.0,6361920.0
PRJ-2019-126,4,4230100,11298900,12,1129890.0,10169010.0
PRJ-2019-126,5,2470000,13768900,15,1376890.0,12392010.0
PRJ-2019-126,6,2302900,16071800,15,1607180.0,14464620.0
PRJ-2019-126,7,2358600,18430400,15,1843040.0,16587360.0
PRJ-2019-126,8,2211000,20641400,15,2064140.0,18577260.0
PRJ-2019-126,9,2378600,23020000,15,2302000.0,20718000.0
PRJ-2019-126,10,2308700,25328700,15,2532870.0,22795830.0
PRJ-2019-126,11,2299800,27628500,15,2762850.0,24865650.0
PRJ-2019-126,12,2262500,29891000,15,2989100.0,26901900.0
PRJ-2019-126,13,2367300,32258300,15,3225830.0,29032470.0
PRJ-2019-126,14,2107700,34366000,15,3436600.0,30929400.0
PRJ-2019-126,15,2142900,36508900,15,3650890.0,32858010.0
PRJ-2019-126,16,2080000,38588900,15,3858890.0,34730010.0
PRJ-2019-126,17,1992700,36490100,13,3649010.0,32841090.0
PRJ-2019-126,18,150600,36640700,13,3664070.0,32976630.0
PRJ-2019-126,19,636800,37277500,13,3727750.0,33549750.0
PRJ-2019-126,20,672300,37949800,13,3794980.0,34154820.0
PRJ-2019-126,21,681600,38631400,13,3863140.0,34768260.0
PRJ-2019-127,2,1888500,1888500,12,188850.0,1699650.0
PRJ-2019-127,3,1956800,3845300,15,384530.0,3460770.0
PRJ-2019-127,4,1366300,5211600,15,521160.0,4690440.0
PRJ-2019-127,5,1374800,6586400,15,658640.0,5927760.0
PRJ-2019-127,6,1302700,7889100,15,788910.0,7100190.0
PRJ-2019-127,7,1314000,9203100,15,920310.0,8282790.0
PRJ-2019-127,8,1240300,10443400,15,1044340.0,9399060.0
PRJ-2019-127,9,1185800,11629200,15,1162920.0,10466280.0
PRJ-2019-127,10,270900,10833300,13,1083330.0,9749970.0
PRJ-2019-127,11,377900,11211200,13,1121120.0,10090080.0
PRJ-2019-128,2,250300,250300,9,25030.0,225270.0
PRJ-2019-128,3,281100,531400,12,53140.0,478260.0
PRJ-2019-128,4,316400,847800,12,84780.0,763020.0
PRJ-2019-128,5,186700,1034500,15,103450.0,931050.0
PRJ-2019-128,6,173700,1208200,15,120820.0,1087380.0
PRJ-2019-128,7,172800,1381000,15,138100.0,1242900.0
PRJ-2019-128,8,171700,1552700,15,155270.0,1397430.0
PRJ-2019-128,9,176800,1729500,15,172950.0,1556550.0
PRJ-2019-128,10,176700,1906200,15,190620.0,1715580.0
PRJ-2019-128,11,175900,2082100,15,208210.0,1873890.0
PRJ-2019-128,12,175800,2257900,15,225790.0,2032110.0
PRJ-2019-128,13,177000,2434900,15,243490.0,2191410.0
PRJ-2019-128,14,159400,2594300,15,259430.0,2334870.0
PRJ-2019-128,15,155200,2749500,15,274950.0,2474550.0
PRJ-2019-128,16,155500,2839500,14,283950.0,2555550.0
PRJ-2019-128,17,151000,2735600,13,273560.0,2462040.0
PRJ-2019-128,18,12700,2461500,11,246150.0,2215350.0
PRJ-2019-128,19,46400,2794700,13,279470.0,2515230.0
PRJ-2019-128,20,51700,2846400,13,284640.0,2561760.0
PRJ-2019-128,21,51400,2897800,13,289780.0,2608020.0
PRJ-2019-129,2,1379100,1379100,9,137910.0,1241190.0
PRJ-2019-129,3,1764500,3143600,12,314360.0,2829240.0
PRJ-2019-129,4,1382900,4526500,15,452650.0,4073850.0
PRJ-2019-129,5,1031200,5557700,15,555770.0,5001930.0
PRJ-2019-129,6,987300,6545000,15,654500.0,5890500.0
PRJ-2019-129,7,1014100,7559100,15,755910.0,6803190.0
PRJ-2019-129,8,1044200,8603300,15,860330.0,7742970.0
PRJ-2019-129,9,995000,9598300,15,959830.0,8638470.0
PRJ-2019-129,10,1015700,10614000,15,1061400.0,9552600.0
PRJ-2019-129,11,995300,11609300,15,1160930.0,10448370.0
PRJ-2019-129,12,884700,12494000,15,1249400.0,11244600.0
PRJ-2019-129,13,868900,13362900,15,1336290.0,12026610.0
PRJ-2019-129,14,879000,12646800,13,1264680.0,11382120.0
PRJ-2019-129,15,25600,7477600,7,747760.0,6729840.0
PRJ-2019-129,16,269400,12941800,13,1294180.0,11647620.0
PRJ-2019-129,17,281100,13222900,13,1322290.0,11900610.0
PRJ-2019-130,2,752000,752000,9,75200.0,676800.0
PRJ-2019-130,3,1011200,1763200,12,176320.0,1586880.0
PRJ-2019-130,4,614000,2377200,15,237720.0,2139480.0
PRJ-2019-130,5,575000,2952200,15,295220.0,2656980.0
PRJ-2019-130,6,554100,3506300,15,350630.0,3155670.0
PRJ-2019-130,7,547500,4053800,15,405380.0,3648420.0
PRJ-2019-130,8,564400,4618200,15,461820.0,4156380.0
PRJ-2019-130,9,553300,5171500,15,517150.0,4654350.0
PRJ-2019-130,10,534000,5705500,15,570550.0,5134950.0
PRJ-2019-130,11,496700,6202200,15,620220.0,5581980.0
PRJ-2019-130,12,477200,6515300,14,651530.0,5863770.0
PRJ-2019-130,13,150800,6167800,13,616780.0,5551020.0
PRJ-2019-130,14,158100,6325900,13,632590.0,5693310.0
PRJ-2019-130,15,160400,6486300,13,648630.0,5837670.0
PRJ-2019-131,2,3198000,3198000,9,319800.0,2878200.0
PRJ-2019-131,3,3618500,6816500,12,681650.0,6134850.0
PRJ-2019-131,4,4213000,11029500,12,1102950.0,9926550.0
PRJ-2019-131,5,2824500,13854000,15,1385400.0,12468600.0
PRJ-2019-131,6,2250900,16104900,15,1610490.0,14494410.0
PRJ-2019-131,7,2216900,18321800,15,1832180.0,16489620.0
PRJ-2019-131,8,2393300,20715100,15,2071510.0,18643590.0
PRJ-2019-131,9,2306300,23021400,15,2302140.0,20719260.0
PRJ-2019-131,10,2264300,25285700,15,2528570.0,22757130.0
PRJ-2019-131,11,2241900,27527600,15,2752760.0,24774840.0
PRJ-2019-131,12,2270500,29798100,15,2979810.0,26818290.0
PRJ-2019-131,13,2289100,32087200,15,3208720.0,28878480.0
PRJ-2019-131,14,2286500,34373700,15,3437370.0,30936330.0
PRJ-2019-131,15,2002000,36375700,15,3637570.0,32738130.0
PRJ-2019-131,16,2014600,38390300,15,3839030.0,34551270.0
PRJ-2019-131,17,1921000,36774100,14,3677410.0,33096690.0
PRJ-2019-131,18,1947300,37155200,13,3715520.0,33439680.0
PRJ-2019-131,20,488800,37644000,13,3764400.0,33879600.0
PRJ-2019-131,21,642100,38286100,13,3828610.0,34457490.0
PRJ-2019-131,22,641200,38927300,13,3892730.0,35034570.0
PRJ-2019-132,2,396400,396400,9,39640.0,356760.0
PRJ-2019-132,3,454600,851000,12,85100.0,765900.0
PRJ-2019-132,4,489000,1340000,15,134000.0,1206000.0
PRJ-2019-132,5,299500,1639500,15,163950.0,1475550.0
PRJ-2019-132,6,280600,1920100,15,192010.0,1728090.0
PRJ-2019-132,7,269900,2190000,15,219000.0,1971000.0
PRJ-2019-132,8,278300,2468300,15,246830.0,2221470.0
PRJ-2019-132,9,275200,2743500,15,274350.0,2469150.0
PRJ-2019-132,10,282800,3026300,15,302630.0,2723670.0
PRJ-2019-132,11,277400,3303700,15,330370.0,2973330.0
PRJ-2019-132,12,279600,3583300,15,358330.0,3224970.0
PRJ-2019-132,13,263700,3847000,15,384700.0,3462300.0
PRJ-2019-132,14,256100,4103100,15,410310.0,3692790.0
PRJ-2019-132,15,236300,4243700,14,424370.0,3819330.0
PRJ-2019-132,16,248600,4143200,13,414320.0,3728880.0
PRJ-2019-132,17,251800,4395000,13,439500.0,3955500.0
PRJ-2019-132,20,51400,4446400,13,444640.0,4001760.0
PRJ-2019-133,2,1237300,1237300,12,123730.0,1113570.0
PRJ-2019-133,3,1287500,2524800,15,252480.0,2272320.0
PRJ-2019-133,4,850700,3375500,15,337550.0,3037950.0
PRJ-2019-133,5,846500,4222000,15,422200.0,3799800.0
PRJ-2019-133,6,866100,5088100,15,508810.0,4579290.0
PRJ-2019-133,7,822200,5910300,15,591030.0,5319270.0
PRJ-2019-133,8,823600,6733900,15,673390.0,6060510.0
PRJ-2019-133,9,736800,7470700,15,747070.0,6723630.0
PRJ-2019-133,10,731500,7981400,14,798140.0,7183260.0
PRJ-2019-133,11,73800,7388600,13,738860.0,6649740.0
PRJ-2019-133,12,231600,7620200,13,762020.0,6858180.0
PRJ-2019-134,2,632500,632500,12,63250.0,569250.0
PRJ-2019-134,3,792300,1424800,15,142480.0,1282320.0
PRJ-2019-134,4,482800,1907600,15,190760.0,1716840.0
PRJ-2019-134,5,464500,2372100,15,237210.0,2134890.0
PRJ-2019-134,6,446200,2818300,15,281830.0,2536470.0
PRJ-2019-134,7,450500,3268800,15,326880.0,2941920.0
PRJ-2019-134,8,454500,3723300,15,372330.0,3350970.0
PRJ-2019-134,9,454800,4178100,15,417810.0,3760290.0
PRJ-2019-134,10,419200,4597300,15,459730.0,4137570.0
PRJ-2019-134,11,397300,4994600,15,499460.0,4495140.0
PRJ-2019-134,12,384100,4836300,13,483630.0,4352670.0
PRJ-2019-134,14,56700,4893000,13,489300.0,4403700.0
PRJ-2019-135,2,2024200,2024200,12,202420.0,1821780.0
PRJ-2019-135,3,2491200,4515400,15,451540.0,4063860.0
PRJ-2019-135,4,1591800,6107200,15,610720.0,5496480.0
PRJ-2019-135,5,1418400,7525600,15,752560.0,6773040.0
PRJ-2019-135,6,1446900,8972500,15,897250.0,8075250.0
PRJ-2019-135,7,1479900,10452400,15,1045240.0,9407160.0
PRJ-2019-135,8,1392100,11844500,15,1184450.0,10660050.0
PRJ-2019-135,9,1427200,13271700,15,1327170.0,11944530.0
PRJ-2019-135,10,1294300,14566000,15,1456600.0,13109400.0
PRJ-2019-135,11,1255800,15821800,15,1582180.0,14239620.0
PRJ-2019-135,12,1260800,16507500,14,1650750.0,14856750.0
PRJ-2019-135,14,123200,15298700,13,1529870.0,13768830.0
PRJ-2019-136,2,1287400,1287400,12,128740.0,1158660.0
PRJ-2019-136,3,1276200,2563600,15,256360.0,2307240.0
PRJ-2019-136,4,915400,3479000,15,347900.0,3131100.0
PRJ-2019-136,5,926800,4405800,15,440580.0,3965220.0
PRJ-2019-136,6,871300,5277100,15,527710.0,4749390.0
PRJ-2019-136,7,902300,6179400,15,617940.0,5561460.0
PRJ-2019-136,8,803600,6983000,15,698300.0,6284700.0
PRJ-2019-136,9,787600,7770600,15,777060.0,6993540.0
PRJ-2019-136,10,176100,7946700,15,794670.0,7152030.0
PRJ-2019-136,11,253800,7381700,13,738170.0,6643530.0
PRJ-2019-137,2,2361400,2361400,9,236140.0,2125260.0
PRJ-2019-137,3,2938800,5300200,12,530020.0,4770180.0
PRJ-2019-137,4,2609800,7910000,15,791000.0,7119000.0
PRJ-2019-137,5,1840700,9750700,15,975070.0,8775630.0
PRJ-2019-137,6,1746600,11497300,15,1149730.0,10347570.0
PRJ-2019-137,7,1712600,13209900,15,1320990.0,11888910.0
PRJ-2019-137,8,1715600,14925500,15,1492550.0,13432950.0
PRJ-2019-137,9,1708900,16634400,15,1663440.0,14970960.0
PRJ-2019-137,10,1784600,18419000,15,1841900.0,16577100.0
PRJ-2019-137,11,1662200,20081200,15,2008120.0,18073080.0
PRJ-2019-137,12,1769700,21850900,15,2185090.0,19665810.0
PRJ-2019-137,13,1537200,23388100,15,2338810.0,21049290.0
PRJ-2019-137,14,1496900,24885000,15,2488500.0,22396500.0
PRJ-2019-137,15,1498000,26383000,15,2638300.0,23744700.0
PRJ-2019-137,16,1560100,25377900,13,2537790.0,22840110.0
PRJ-2019-137,18,75900,23502500,10,2350250.0,21152250.0
PRJ-2019-137,19,468700,25922500,13,2592250.0,23330250.0
PRJ-2019-138,2,744800,744800,9,74480.0,670320.0
PRJ-2019-138,3,888600,1633400,12,163340.0,1470060.0
PRJ-2019-138,4,1002800,2636200,12,263620.0,2372580.0
PRJ-2019-138,5,861800,3498000,15,349800.0,3148200.0
PRJ-2019-138,6,566100,4064100,15,406410.0,3657690.0
PRJ-2019-138,7,562900,4627000,15,462700.0,4164300.0
PRJ-2019-138,8,558600,5185600,15,518560.0,4667040.0
PRJ-2019-138,9,568900,5754500,15,575450.0,5179050.0
PRJ-2019-138,10,561500,6316000,15,631600.0,5684400.0
PRJ-2019-138,11,570200,6886200,15,688620.0,6197580.0
PRJ-2019-138,12,555200,7441400,15,744140.0,6697260.0
PRJ-2019-138,13,564600,8006000,15,800600.0,7205400.0
PRJ-2019-138,14,558600,8564600,15,856460.0,7708140.0
PRJ-2019-138,15,569800,9134400,15,913440.0,8220960.0
PRJ-2019-138,16,533500,9667900,15,966790.0,8701110.0
PRJ-2019-138,17,503700,10171600,15,1017160.0,9154440.0
PRJ-2019-138,18,499200,10670800,15,1067080.0,9603720.0
PRJ-2019-138,19,471200,9806400,13,980640.0,8825760.0
PRJ-2019-138,20,486600,10293000,13,1029300.0,9263700.0
PRJ-2019-138,21,489300,10782300,13,1078230.0,9704070.0
PRJ-2019-138,24,65200,10847500,13,1084750.0,9762750.0
PRJ-2019-138,25,152800,11000300,13,1100030.0,9900270.0
PRJ-2019-139,2,914400,914400,12,91440.0,822960.0
PRJ-2019-139,3,1098600,2013000,15,201300.0,1811700.0
PRJ-2019-139,4,653900,2666900,15,266690.0,2400210.0
PRJ-2019-139,5,669700,3336600,15,333660.0,3002940.0
PRJ-2019-139,6,646300,3982900,15,398290.0,3584610.0
PRJ-2019-139,7,658400,4641300,15,464130.0,4177170.0
PRJ-2019-139,8,665800,5307100,15,530710.0,4776390.0
PRJ-2019-139,9,625800,5932900,15,593290.0,5339610.0
PRJ-2019-139,10,603800,6536700,15,653670.0,5883030.0
PRJ-2019-139,11,589600,6962000,14,696200.0,6265800.0
PRJ-2019-139,12,2800,2048000,3,204800.0,1843200.0
PRJ-2019-139,13,150000,6651600,13,665160.0,5986440.0
PRJ-2019-140,2,814300,814300,9,81430.0,732870.0
PRJ-2019-140,3,911600,1725900,12,172590.0,1553310.0
PRJ-2019-140,4,1086400,2812300,12,281230.0,2531070.0
PRJ-2019-140,5,655900,3468200,15,346820.0,3121380.0
PRJ-2019-140,6,597500,4065700,15,406570.0,3659130.0
PRJ-2019-140,7,597400,4663100,15,466310.0,4196790.0
PRJ-2019-140,8,593200,5256300,15,525630.0,4730670.0
PRJ-2019-140,9,587600,5843900,15,584390.0,5259510.0
PRJ-2019-140,10,581800,6425700,15,642570.0,5783130.0
PRJ-2019-140,11,589200,7014900,15,701490.0,6313410.0
PRJ-2019-140,12,577300,7592200,15,759220.0,6832980.0
PRJ-2019-140,13,591600,8183800,15,818380.0,7365420.0
PRJ-2019-140,14,575800,8759600,15,875960.0,7883640.0
PRJ-2019-140,15,530600,9290200,15,929020.0,8361180.0
PRJ-2019-140,16,511600,9801800,15,980180.0,8821620.0
PRJ-2019-140,17,537900,9290300,13,929030.0,8361270.0
PRJ-2019-140,18,511800,9802100,13,980210.0,8821890.0
PRJ-2019-140,19,100,154400,1,15440.0,138960.0
PRJ-2019-140,20,126300,9928500,13,992850.0,8935650.0
PRJ-2019-140,21,170500,10099000,13,1009900.0,9089100.0
PRJ-2019-140,22,169000,10268000,13,1026800.0,9241200.0
PRJ-2019-141,2,2945100,2945100,9,294510.0,2650590.0
PRJ-2019-141,3,3531600,6476700,12,647670.0,5829030.0
PRJ-2019-141,4,3602500,10079200,15,1007920.0,9071280.0
PRJ-2019-141,5,2207200,12286400,15,1228640.0,11057760.0
PRJ-2019-141,6,2158800,14445200,15,1444520.0,13000680.0
PRJ-2019-141,7,2117400,16562600,15,1656260.0,14906340.0
PRJ-2019-141,8,2161500,18724100,15,1872410.0,16851690.0
PRJ-2019-141,9,2084000,20808100,15,2080810.0,18727290.0
PRJ-2019-141,10,2179500,22987600,15,2298760.0,20688840.0
PRJ-2019-141,11,2124200,25111800,15,2511180.0,22600620.0
PRJ-2019-141,12,2110500,27222300,15,2722230.0,24500070.0
PRJ-2019-141,13,2103200,29325500,15,2932550.0,26392950.0
PRJ-2019-141,14,1913800,31239300,15,3123930.0,28115370.0
PRJ-2019-141,15,1860800,33100100,15,3310010.0,29790090.0
PRJ-2019-141,16,1909300,33741400,14,3374140.0,30367260.0
PRJ-2019-141,17,1846600,33168600,13,3316860.0,29851740.0
PRJ-2019-141,20,386600,33555200,13,3355520.0,30199680.0
PRJ-2019-142,2,3899500,3899500,12,389950.0,3509550.0
PRJ-2019-142,3,4082300,7981800,15,798180.0,7183620.0
PRJ-2019-142,4,2963700,10945500,15,1094550.0,9850950.0
PRJ-2019-142,5,2788600,13734100,15,1373410.0,12360690.0
PRJ-2019-142,6,2760300,16494400,15,1649440.0,14844960.0
PRJ-2019-142,7,2824700,19319100,15,1931910.0,17387190.0
PRJ-2019-142,8,2669800,21988900,15,2198890.0,19790010.0
PRJ-2019-142,9,2402700,24391600,15,2439160.0,21952440.0
PRJ-2019-142,10,2459900,25855800,14,2585580.0,23270220.0
PRJ-2019-142,11,160900,23761700,13,2376170.0,21385530.0
PRJ-2019-142,12,732900,24494600,13,2449460.0,22045140.0
PRJ-2019-143,2,260800,260800,9,26080.0,234720.0
PRJ-2019-143,3,341400,602200,12,60220.0,541980.0
PRJ-2019-143,4,295100,897300,15,89730.0,807570.0
PRJ-2019-143,5,205500,1102800,15,110280.0,992520.0
PRJ-2019-143,6,196300,1299100,15,129910.0,1169190.0
PRJ-2019-143,7,200100,1499200,15,149920.0,1349280.0
PRJ-2019-143,8,198100,1697300,15,169730.0,1527570.0
PRJ-2019-143,9,202700,1900000,15,190000.0,1710000.0
PRJ-2019-143,10,196400,2096400,15,209640.0,1886760.0
PRJ-2019-143,11,199600,2296000,15,229600.0,2066400.0
PRJ-2019-143,12,188300,2484300,15,248430.0,2235870.0
PRJ-2019-143,13,175000,2659300,15,265930.0,2393370.0
PRJ-2019-143,14,174800,2503000,13,250300.0,2252700.0
PRJ-2019-143,15,174300,2677300,13,267730.0,2409570.0
PRJ-2019-143,17,27800,2705100,13,270510.0,2434590.0
PRJ-2019-143,18,55000,2760100,13,276010.0,2484090.0
PRJ-2019-144,2,812100,812100,9,81210.0,730890.0
PRJ-2019-144,3,1042700,1854800,12,185480.0,1669320.0
PRJ-2019-144,4,823400,2678200,15,267820.0,2410380.0
PRJ-2019-144,5,586700,3264900,15,326490.0,2938410.0
PRJ-2019-144,6,598100,3863000,15,386300.0,3476700.0
