project_id,sov_line_id,bac,pct_complete,pct_manually_adjusted,total_actual_cost,actual_labor_cost,actual_material_cost,ot_ratio_pct,cost_variance_usd,earned_value,cpi,eac,vac,cpi_status
PRJ-2019-114,PRJ-2019-114-SOV-15,272000,97.8,True,41252.55,41252.55,0.0,4.47,194247.45,266016.0,6.448474094328714,42180.52147239264,229819.47852760737,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-01,1886100,100.0,False,427361.44,427361.44,0.0,5.8,1486638.56,1886100.0,4.4133602694712,427361.44,1458738.56,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-02,885600,100.0,False,134927.31999999998,134927.31999999998,0.0,5.58,671772.68,885600.0,6.563533612021644,134927.31999999998,750672.68,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-03,2309900,99.8,True,817020.3300000001,230281.0,586739.3300000001,4.36,1332579.67,2305280.2,2.8215701805119098,818657.6452905813,1491242.3547094187,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-04,2922100,99.7,True,1373833.4499999995,215121.38,1158712.0699999998,6.23,1930466.5500000005,2913333.7,2.1205872516788706,1377967.352056168,1544132.647943832,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-05,2792500,99.7,True,1264264.48,226660.22,1037604.26,4.72,1828235.52,2784122.5,2.202167777425812,1268068.6860581746,1524431.3139418254,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-06,1113700,99.8,True,379746.61,98431.01,281315.60000000003,4.17,524753.3899999999,1111472.6,2.9268795842575135,380507.625250501,733192.374749499,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-07,4365100,99.8,True,3360064.58,130344.99,3229719.59,6.96,-2136464.58,4356369.8,1.2965137116501493,3366798.1763527053,998301.8236472947,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-08,1969100,99.8,False,1582309.26,104611.53,1477697.73,4.13,-1006409.26,1965161.8,1.2419580986336387,1585480.2204408818,383619.7795591182,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-09,1709900,99.6,False,1655096.16,228424.55,1426671.61,6.93,-1201496.16,1703060.4,1.0289797300961656,1661743.1325301204,48156.867469879566,On Track
PRJ-2019-115,PRJ-2019-115-SOV-10,2041100,97.4,True,635004.91,112818.1,522186.81000000006,5.94,1019195.09,1988031.4000000001,3.1307339025142342,651955.7597535934,1389144.2402464068,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-11,988300,97.5,False,427623.67,145287.46,282336.21,4.99,411876.33,963592.5,2.2533656754781606,438588.37948717945,549711.6205128205,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-12,1341600,97.6,True,526267.73,96504.42,429763.31,4.32,234932.27,1309401.5999999999,2.488090234983627,539208.7397540984,802391.2602459016,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-13,596900,97.7,True,32729.95,32729.95,0.0,4.57,325370.05,583171.2999999999,17.81766547153295,33500.46059365405,563399.5394063459,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-14,611600,97.6,False,43136.81,43136.81,0.0,7.32,521263.19,596921.6,13.837870718766641,44197.55122950819,567402.4487704918,Efficient
PRJ-2019-115,PRJ-2019-115-SOV-15,330500,97.5,True,33908.32,33908.32,0.0,5.85,302091.68,322237.5,9.50319862499823,34777.764102564106,295722.2358974359,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-01,2451900,100.0,False,207584.37,207584.37,0.0,6.52,2087015.63,2451900.0,11.811582924090095,207584.37,2244315.63,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-02,1188400,100.0,False,95401.87,95401.87,0.0,6.64,962198.13,1188400.0,12.456778887038588,95401.87,1092998.13,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-03,2800000,99.9,True,1185353.38,108535.88,1076817.5,6.38,1481846.62,2797200.0000000005,2.3598026100874665,1186539.9199199197,1613460.0800800803,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-04,3990300,99.7,True,1654341.18,111244.91,1543096.27,5.31,2471858.8200000003,3978329.1,2.404781521548052,1659319.1374122365,2330980.8625877635,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-05,2546200,99.9,True,731584.19,88165.7,643418.49,4.46,1633115.81,2543653.8000000003,3.4769119327195965,732316.5065065064,1813883.4934934936,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-06,1681000,99.8,False,743419.98,62812.24999999999,680607.73,6.59,893580.02,1677638.0,2.2566490612748935,744909.7995991984,936090.2004008016,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-07,3694800,99.8,True,2865928.49,61821.87,2804106.62,5.19,-2165128.49,3687410.4,1.2866372670729127,2871671.833667335,823128.1663326649,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-08,3279100,99.5,False,2697055.93,53858.17,2643197.76,4.72,-1972755.93,3262704.5,1.2097281571761842,2710608.974874372,568491.0251256279,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-09,2730500,99.5,True,2351191.83,104819.77,2246372.06,5.76,-1652691.83,2716847.5,1.15551928402201,2363006.864321608,367493.1356783919,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-10,1940800,97.7,True,777348.4199999999,55724.7,721623.72,6.19,896851.5800000001,1896161.5999999999,2.439268610078348,795648.3316274309,1145151.6683725691,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-11,995300,97.4,True,411260.68,87534.34999999999,323726.33,5.45,409139.32,969422.2000000001,2.3571964137198824,422238.89117043116,573061.1088295688,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-12,1555600,97.6,True,503715.6,65082.66,438632.94000000006,4.53,377684.4,1518265.5999999999,3.0141325779864667,516102.04918032786,1039497.9508196721,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-13,607200,97.5,False,34033.23,34033.23,0.0,5.79,296966.77,592020.0,17.39535154318294,34905.876923076925,572294.1230769231,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-14,850900,97.4,True,22463.98,22463.98,0.0,7.64,841036.02,828776.6000000001,36.89357807476681,23063.634496919916,827836.3655030801,Efficient
PRJ-2019-116,PRJ-2019-116-SOV-15,378000,97.7,False,29322.05,29322.05,0.0,3.12,310077.95,369306.0,12.594821985502378,30012.33367451382,347987.6663254862,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-01,1852400,100.0,False,226446.67,226446.67,0.0,4.45,1835753.33,1852400.0,8.180292516555884,226446.67,1625953.33,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-02,858300,100.0,False,91339.55,91339.55,0.0,3.41,782060.45,858300.0,9.396805655381485,91339.55,766960.45,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-03,2229500,99.9,False,700203.8400000001,100291.3,599912.54,4.04,1558996.16,2227270.5000000005,3.180888725203221,700904.7447447447,1528595.2552552554,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-04,2612600,99.5,True,1198572.53,96050.91,1102521.62,5.2,1682027.47,2599537.0,2.168860819795361,1204595.5075376884,1408004.4924623116,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-05,2011500,99.5,True,931494.07,99726.23,831767.8400000001,4.79,1354605.93,2001442.5,2.148636866791863,936174.9447236181,1075325.0552763818,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-06,1245700,99.8,True,425778.13,55869.63,369908.5,2.75,708621.87,1243208.6,2.9198507682862904,426631.39278557117,819068.6072144288,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-07,3204900,99.7,True,2656662.98,51611.33,2605051.65,5.63,-1849162.98,3195285.3,1.202743940068755,2664656.9508525576,540243.0491474424,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-08,2567100,99.6,True,1958501.58,54095.75,1904405.83,4.59,-1260601.58,2556831.6,1.305503976157119,1966367.0481927712,600732.9518072288,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-09,1746900,99.8,True,1542054.7999999998,123641.38,1418413.42,5.01,-1188554.7999999998,1743406.2,1.1305734400619227,1545145.0901803605,201754.90981963952,On Track
PRJ-2019-117,PRJ-2019-117-SOV-10,1491200,97.7,True,445745.53,58285.35,387460.18,6.17,807454.47,1456902.4,3.2684621649486867,456239.0276356193,1034960.9723643807,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-11,936700,97.3,True,468015.54,68954.59,399060.95,4.37,613884.46,911409.1,1.947390678523196,481002.61048304214,455697.38951695786,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-12,938100,97.3,True,410687.45,62590.16,348097.29000000004,7.18,149812.55,912771.2999999999,2.222544906108039,422083.7101747174,516016.2898252826,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-13,764200,97.9,False,26922.97,26922.97,0.0,3.4,418877.03,748151.8,27.78860578903442,27500.480081716036,736699.5199182839,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-14,603800,97.7,True,31014.9,31014.9,0.0,3.98,585885.1,589912.6,19.02029669610413,31745.03582395087,572054.9641760491,Efficient
PRJ-2019-117,PRJ-2019-117-SOV-15,353100,97.7,True,28255.3,28255.3,0.0,9.38,296544.7,344978.7,12.209344795489697,28920.470829068578,324179.52917093143,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-01,275000,100.0,False,390114.65,390114.65,0.0,5.39,-110514.64999999997,275000.0,0.7049209764360297,390114.65,-115114.65000000002,Critical
PRJ-2019-118,PRJ-2019-118-SOV-02,159200,100.0,False,130918.08,130918.08,0.0,5.81,14081.920000000013,159200.0,1.2160276105485202,130918.08,28281.92,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-03,347600,99.9,True,332373.92,201078.54,131295.38,5.54,50726.080000000016,347252.4,1.0447642823480254,332706.6266266266,14893.373373373412,On Track
PRJ-2019-118,PRJ-2019-118-SOV-04,551900,99.9,False,437565.1,200542.35,237022.75,5.34,195234.9,551348.1000000001,1.2600367351052453,438003.10310310306,113896.89689689694,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-05,483200,99.9,True,324183.05,192824.36,131358.69,5.15,155916.95,482716.80000000005,1.4890254132657461,324507.55755755753,158692.44244244247,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-06,274900,99.6,True,218008.17,104233.54,113774.63,4.22,109291.83000000002,273800.4,1.2559180694925334,218883.70481927713,56016.29518072287,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-07,522000,99.7,True,485768.74,111880.28,373888.46,5.75,-404468.74,520434.0,1.0713616524603868,487230.4312938816,34769.568706118385,On Track
PRJ-2019-118,PRJ-2019-118-SOV-08,484200,99.8,True,458249.63,103858.95,354390.68,7.24,-325249.63,483231.6,1.0545160723861358,459167.96593186376,25032.034068136243,On Track
PRJ-2019-118,PRJ-2019-118-SOV-09,410700,99.7,False,537369.3200000001,205088.06,332281.26,4.3,-451669.32000000007,409467.9,0.7619860024759135,538986.2788365096,-128286.27883650956,At Risk
PRJ-2019-118,PRJ-2019-118-SOV-10,374100,97.5,True,270044.58,111792.56,158252.02,4.31,144455.42000000004,364747.5,1.3506936521369914,276968.80000000005,97131.19999999995,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-11,167800,97.3,True,171165.49,121123.91,50041.58,5.12,-11065.48999999999,163269.4,0.9538686799541193,175915.20041109968,-8115.200411099679,Watch
PRJ-2019-118,PRJ-2019-118-SOV-12,192100,97.4,True,164552.99,101496.21,63056.78,6.11,-29652.98999999999,187105.40000000002,1.137052568901969,168945.57494866528,23154.42505133472,On Track
PRJ-2019-118,PRJ-2019-118-SOV-13,128700,97.6,False,33442.99,33442.99,0.0,4.76,45357.01,125611.2,3.75597995274944,34265.358606557376,94434.64139344262,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-14,113900,97.4,True,27105.65,27105.65,0.0,4.24,81694.35,110938.6,4.092821976230048,27829.209445585213,86070.7905544148,Efficient
PRJ-2019-118,PRJ-2019-118-SOV-15,83700,97.7,True,29776.41,29776.41,0.0,5.33,49123.59,81774.9,2.74629816018788,30477.389969293756,53222.610030706244,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-01,1508000,100.0,False,372062.38,372062.38,0.0,4.6,1101437.62,1508000.0,4.0530837866488945,372062.38,1135937.62,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-02,359700,100.0,False,136815.72999999998,136815.72999999998,0.0,3.75,202584.27,359700.0,2.629083658728423,136815.72999999998,222884.27000000002,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-03,2076700,99.7,True,783045.49,166072.08,616973.41,3.74,1330854.51,2070469.9,2.644124672756879,785401.6950852558,1291298.304914744,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-04,2448200,99.8,True,934907.76,167112.66999999998,767795.09,5.74,1339492.24,2443303.6,2.6134167503326746,936781.3226452906,1511418.6773547092,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-05,1719600,99.7,True,863659.73,181925.09,681734.64,3.82,889040.27,1714441.2,1.9850887339623904,866258.5055165497,853341.4944834503,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-06,858200,99.8,True,386489.36,87902.70999999999,298586.65,6.12,463410.64,856483.6,2.216059971224046,387263.88777555106,470936.11222444894,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-07,2820400,99.7,True,2446809.93,101326.81,2345483.12,4.1,-1649309.9300000002,2811938.8,1.1492264950878304,2454172.447342026,366227.55265797395,On Track
PRJ-2019-119,PRJ-2019-119-SOV-08,1989700,99.8,True,1532548.41,86293.76,1446254.65,4.78,-1238748.41,1985720.6,1.2956984504000106,1535619.6492985971,454080.3507014029,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-09,1727200,99.9,True,1532117.45,195845.54,1336271.91,4.32,-1201517.45,1725472.8000000003,1.1262013888034499,1533651.101101101,193548.8988988991,On Track
PRJ-2019-119,PRJ-2019-119-SOV-10,1213700,97.4,True,487498.94,111704.56,375794.38,5.56,633901.06,1182143.8,2.424915631611425,500512.25872689934,713187.7412731007,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-11,720800,97.4,True,372846.08,144714.0,228132.08,5.68,295553.92000000004,702059.2000000001,1.8829732633906195,382798.8501026694,338001.1498973306,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-12,1011500,97.5,False,490813.68000000005,108408.21,382405.47,6.25,125986.31999999996,986212.5,2.0093419156532066,503398.64615384623,508101.35384615377,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-13,643500,97.8,False,42591.42,42591.42,0.0,7.14,337608.58,629343.0,14.776285928010854,43549.509202453984,599950.490797546,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-14,409900,97.6,True,38537.27,38537.27,0.0,7.14,312062.73,400062.39999999997,10.381181645715952,39484.90778688524,370415.0922131148,Efficient
PRJ-2019-119,PRJ-2019-119-SOV-15,268900,97.5,True,33801.66,33801.66,0.0,3.96,244898.34,262177.5,7.756349836073139,34668.36923076923,234231.63076923077,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-01,477900,100.0,False,650239.58,650239.58,0.0,6.04,-154139.57999999996,477900.0,0.7349598743281669,650239.58,-172339.57999999996,Critical
PRJ-2019-120,PRJ-2019-120-SOV-02,303000,100.0,False,235991.83,235991.83,0.0,4.36,57308.17000000001,303000.0,1.2839427534419308,235991.83,67008.17000000001,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-03,808600,99.9,True,608030.86,352053.16,255977.7,5.3,167469.14,807791.4000000001,1.328536844330566,608639.4994994994,199960.50050050055,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-04,889200,99.8,False,701574.01,362107.81,339466.2,6.23,190325.99,887421.6,1.2649009047527286,702979.9699398797,186220.03006012028,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-05,706900,99.9,True,632383.96,363711.19,268672.77,6.33,104416.04000000004,706193.1000000001,1.1167157054394614,633016.9769769768,73883.02302302315,On Track
PRJ-2019-120,PRJ-2019-120-SOV-06,361100,99.8,True,332233.05,183415.95,148817.1,5.17,86566.95000000001,360377.8,1.0847138778035479,332898.84769539075,28201.152304609248,On Track
PRJ-2019-120,PRJ-2019-120-SOV-07,1102900,99.9,False,1002833.56,173966.71,828866.85,6.98,-833433.5599999999,1101797.1,1.098683913210882,1003837.3973973973,99062.60260260268,On Track
PRJ-2019-120,PRJ-2019-120-SOV-08,712800,99.9,True,736324.99,167156.44999999998,569168.54,3.93,-551424.99,712087.2000000001,0.9670827551296338,737062.052052052,-24262.052052051993,Watch
PRJ-2019-120,PRJ-2019-120-SOV-09,612100,99.9,True,860870.76,361125.8,499744.96,4.6,-748870.76,611487.9,0.7103132414440467,861732.4924924924,-249632.49249249243,Critical
PRJ-2019-120,PRJ-2019-120-SOV-10,519900,97.5,True,321644.78,185759.85,135884.93,6.75,151955.22000000003,506902.5,1.5759699255806356,329892.0820512821,190007.9179487179,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-11,246000,97.6,False,336487.33,229481.98,107005.35,5.82,-51487.32999999996,240096.0,0.7135365245401661,344761.6086065574,-98761.60860655742,Critical
PRJ-2019-120,PRJ-2019-120-SOV-12,354600,97.6,False,290999.47,187597.3,103402.17,7.16,-36399.46999999997,346089.6,1.1893135063098226,298155.19467213115,56444.805327868846,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-13,221700,97.9,True,35345.98,35345.98,0.0,4.09,131754.02000000002,217044.30000000002,6.140565348591268,36104.16751787538,185595.83248212462,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-14,188800,97.8,True,59518.5,59518.5,0.0,8.61,139581.5,184646.4,3.1023362483933568,60857.36196319018,127942.63803680982,Efficient
PRJ-2019-120,PRJ-2019-120-SOV-15,105500,97.7,True,54741.33,54741.33,0.0,5.85,50658.670000000006,103073.5,1.882919176424833,56030.02047082907,49469.97952917093,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-01,2811800,100.0,False,785556.3899999999,785556.3899999999,0.0,5.22,1799243.61,2811800.0,3.5793738499154726,785556.3899999999,2026243.61,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-02,1578700,100.0,False,243880.02,243880.02,0.0,5.44,1401019.98,1578700.0,6.47326500957315,243880.02,1334819.98,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-03,3857100,99.9,True,1477107.96,366171.59,1110936.37,4.29,2331392.04,3853242.9000000004,2.608639994059744,1478586.5465465463,2378513.4534534537,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-04,4849800,99.9,False,2430970.45,380207.58,2050762.87,5.01,2106629.5500000003,4844950.2,1.9930107336352032,2433403.853853854,2416396.146146146,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-05,5426900,99.8,True,2038654.56,369754.26,1668900.3,5.52,2868145.44,5416046.2,2.6566767643067495,2042740.0400801604,3384159.9599198396,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-06,3057800,99.8,True,1311127.31,197531.8,1113595.51,6.05,1365072.69,3051684.4,2.327527141510003,1313754.8196392786,1744045.1803607214,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-07,7078100,99.8,False,5878336.49,215534.98,5662801.51,5.22,-4042936.49,7063943.8,1.2016909566195997,5890116.723446894,1187983.2765531056,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-08,4653600,99.8,True,3498448.88,215886.54,3282562.34,5.63,-2674948.88,4644292.8,1.3275291305671444,3505459.799599198,1148140.2004008018,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-09,4195100,99.9,True,3406680.8400000003,447315.89,2959364.95,4.65,-2802480.8400000003,4190904.9000000004,1.2302017995909473,3410090.9309309307,785009.0690690693,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-10,3386100,97.7,True,1728730.56,209477.86,1519252.7,5.53,1884169.44,3308219.6999999997,1.9136699359326417,1769427.389969294,1616672.610030706,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-11,1511000,97.5,True,931321.59,273351.39,657970.2,5.52,729478.4100000001,1473225.0,1.5818649710461454,955201.6307692308,555798.3692307692,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-12,2198000,97.6,True,956418.96,190770.66,765648.3,7.53,571081.04,2145248.0,2.2430002851470032,979937.4590163934,1218062.5409836066,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-13,1407800,97.7,True,70913.93,70913.93,0.0,3.37,809886.0700000001,1375420.5999999999,19.39563355182825,72583.34698055271,1335216.6530194473,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-14,1234600,97.8,True,58043.88,58043.88,0.0,6.3,1111956.12,1207438.8,20.80217242541333,59349.57055214724,1175250.4294478528,Efficient
PRJ-2019-121,PRJ-2019-121-SOV-15,518600,97.7,True,58615.75,58615.75,0.0,4.75,369784.25,506672.2,8.643960027808225,59995.64994882293,458604.3500511771,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-01,262900,100.0,False,225799.33,225799.33,0.0,4.59,63200.67000000001,262900.0,1.1643081491871567,225799.33,37100.67000000001,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-02,72800,100.0,False,99236.58,99236.58,0.0,5.87,-17136.579999999987,72800.0,0.7336004525750485,99236.58,-26436.58,Critical
PRJ-2019-122,PRJ-2019-122-SOV-03,307900,99.8,True,202188.89,103028.85,99160.04,3.79,118511.11,307284.2,1.519787758862517,202594.07815631264,105305.92184368736,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-04,372100,99.6,True,239607.19,115385.55,124221.63999999998,4.18,115892.81000000004,370611.6,1.546746573005593,240569.46787148595,131530.53212851405,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-05,352700,99.6,True,246440.07,110251.95,136188.12,6.43,98659.93,351289.2,1.4254548783401986,247429.7891566265,105270.2108433735,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-06,138600,99.7,True,101439.7,39332.08,62107.62,3.52,46260.3,138184.2,1.3622299750492166,101744.93480441323,36855.065195586765,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-07,406200,99.9,True,398517.92,55705.91,342812.01,5.36,-319817.92,405793.80000000005,1.0182573471225587,398916.83683683677,7283.163163163234,On Track
PRJ-2019-122,PRJ-2019-122-SOV-08,425200,99.9,False,381845.14,70348.18999999999,311496.95,5.77,-275045.14,424774.80000000005,1.1124268859360107,382227.3673673673,42972.63263263268,On Track
PRJ-2019-122,PRJ-2019-122-SOV-09,225900,99.6,False,321164.64,140272.43,180892.21,6.17,-279164.64,224996.4,0.7005640471503961,322454.4578313253,-96554.4578313253,Critical
PRJ-2019-122,PRJ-2019-122-SOV-10,223600,97.4,False,152035.0,69449.4,82585.6,4.61,82365.0,217786.40000000002,1.4324754168448057,156093.42915811087,67506.57084188913,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-11,107500,97.7,True,134906.97999999998,89493.79999999999,45413.18,3.84,-17206.97999999998,105027.5,0.778517909154886,138082.88638689867,-30582.886386898666,At Risk
PRJ-2019-122,PRJ-2019-122-SOV-12,166800,97.2,True,139621.88,66461.76999999999,73160.11,5.46,-25921.880000000005,162129.6,1.1612048197603413,143643.90946502058,23156.09053497942,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-13,89500,97.7,True,24287.52,24287.52,0.0,4.26,36012.48,87441.5,3.6002646626744927,24859.2835209826,64640.7164790174,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-14,67400,97.6,True,28088.07,28088.07,0.0,5.52,46311.93,65782.4,2.3420049864586634,28778.760245901638,38621.239754098366,Efficient
PRJ-2019-122,PRJ-2019-122-SOV-15,39900,98.0,False,32567.34,32567.34,0.0,5.06,10632.660000000003,39102.0,1.2006507132605857,33231.97959183674,6668.020408163262,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-01,707900,100.0,False,310687.03,310687.03,0.0,5.87,404012.97,707900.0,2.2784987194347956,310687.03,397212.97,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-02,371400,100.0,False,102489.98,102489.98,0.0,4.79,239010.02,371400.0,3.6237688796504792,102489.98,268910.02,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-03,837800,99.9,True,429957.25,161111.09999999998,268846.15,4.03,326342.75,836962.2000000001,1.9466172509011073,430387.6376376376,407412.3623623624,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-04,1141500,99.7,True,633026.55,168811.03,464215.52,6.41,397573.45,1138075.5,1.7978321762333664,634931.3440320963,506568.6559679037,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-05,813000,99.8,False,346692.14,140340.06999999998,206352.07,7.75,378607.86,811374.0,2.3403299538316618,347386.9138276553,465613.0861723447,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-06,502700,99.9,True,288018.26,86317.84,201700.42,5.08,233681.74,502197.30000000005,1.743630074009891,288306.56656656653,214393.43343343347,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-07,1398100,99.7,True,1123976.97,94720.35,1029256.62,5.41,-774276.97,1393905.7,1.2401550362726739,1127359.0471414241,270740.95285857585,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-08,1124100,99.9,True,903838.78,67670.68,836168.1,3.41,-649538.78,1122975.9000000001,1.2424515575664945,904743.5235235235,219356.47647647653,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-09,652900,99.6,True,688892.99,165038.52,523854.47,6.44,-561992.99,650288.4,0.9439614126426226,691659.6285140562,-38759.62851405621,Watch
PRJ-2019-123,PRJ-2019-123-SOV-10,654700,97.4,True,330738.63,99200.9,231537.73,6.95,330961.37,637677.8,1.9280414870195237,339567.3819301848,315132.6180698152,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-11,324600,97.5,True,248685.39,143179.44,105505.95,5.2,47314.60999999999,316485.0,1.2726320593260423,255061.9384615385,69538.06153846151,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-12,536700,97.7,True,310546.4,83828.09999999999,226718.3,3.45,51053.60000000004,524355.9,1.688494537370261,317857.11361310136,218842.88638689864,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-13,379700,97.7,True,31634.47,31634.47,0.0,5.88,166065.53,370966.89999999997,11.72666714504779,32379.191402251792,347320.8085977482,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-14,220300,97.5,False,37394.86,37394.86,0.0,4.74,158105.14,214792.5,5.743904376162927,38353.70256410257,181946.29743589743,Efficient
PRJ-2019-123,PRJ-2019-123-SOV-15,97600,97.5,True,43502.81,43502.81,0.0,6.1,43397.19,95160.0,2.187444902984428,44618.26666666666,52981.73333333334,Efficient
PRJ-2019-124,PRJ-2019-124-SOV-01,434600,100.0,False,246584.38,246584.38,0.0,6.49,188015.62,434600.0,1.7624798456414799,246584.38,188015.62,Efficient
PRJ-2019-124,PRJ-2019-124-SOV-02,137700,100.0,False,87339.68999999999,87339.68999999999,0.0,5.78,55560.31000000001,137700.0,1.576602802231151,87339.68999999999,50360.31000000001,Efficient
PRJ-2019-124,PRJ-2019-124-SOV-03,579600,99.7,False,332453.57,131540.38,200913.19,4.46,313246.43,577861.2,1.7381711377020255,333453.9317953862,246146.0682046138,Efficient
PRJ-2019-124,PRJ-2019-124-SOV-04,799600,99.6,True,426218.17,96857.9,329360.27,7.84,407281.83,796401.6,1.8685303819872343,427929.8895582329,371670.1104417671,Efficient
PRJ-2019-124,PRJ-2019-124-SOV-05,640900,99.8,True,311295.3,115001.52,196293.78,5.08,308704.7,639618.2,2.054699187555996,311919.1382765531,328980.8617234469,Efficient
PRJ-2019-124,PRJ-2019-124-SOV-06,323000,99.9,True,191239.02,53080.12,138158.9,5.79,190460.98,322677.00000000006,1.6872968706909295,191430.45045045041,131569.54954954959,Efficient
PRJ-2019-124,PRJ-2019-124-SOV-07,992100,99.7,False,796852.32,67452.06999999999,729400.25,6.79,-548152.32,989123.7,1.2412885991221059,799250.0702106318,192849.92978936818,Efficient
