project_id,sov_line_id,actual_labor_cost,total_hours,total_ot_hours,worker_count,ot_ratio_pct,actual_material_cost,delivery_count,partial_deliveries,partial_shipment_rate_pct,total_actual_cost,estimated_labor_cost,estimated_material_cost,total_budget,cost_variance_usd,cost_variance_pct
PRJ-2018-025,PRJ-2018-025-SOV-10,211238.8,2438.0,100.0,292.0,4.1,735177.08,7.0,0.0,0.0,946415.8799999999,1347900.0,746500.0,2094400.0,1147984.12,54.81
PRJ-2018-025,PRJ-2018-025-SOV-11,277899.08999999997,3216.0,168.0,375.0,5.22,268527.54,6.0,1.0,16.67,546426.6299999999,519500.0,272600.0,792100.0,245673.3700000001,31.02
PRJ-2018-025,PRJ-2018-025-SOV-12,213603.72999999998,2484.0,146.0,290.0,5.88,289784.32,4.0,1.0,25.0,503388.05,506300.0,0.0,506300.0,2911.9500000000116,0.58
PRJ-2018-025,PRJ-2018-025-SOV-13,57359.35999999999,652.0,28.0,80.0,4.29,0.0,,,,57359.35999999999,377500.0,0.0,377500.0,320140.64,84.81
PRJ-2018-025,PRJ-2018-025-SOV-14,61605.939999999995,728.0,30.0,89.0,4.12,0.0,,,,61605.939999999995,322900.0,140700.0,463600.0,401994.06,86.71
PRJ-2018-025,PRJ-2018-025-SOV-15,53654.509999999995,604.0,14.0,75.0,2.32,0.0,,,,53654.509999999995,153600.0,100100.0,253700.0,200045.49,78.85
PRJ-2018-025,PRJ-2018-025-SOV-18,0.0,,,,,276741.03,1.0,0.0,0.0,276741.03,,,,,
PRJ-2018-025,PRJ-2018-025-SOV-21,0.0,,,,,24383.25,1.0,0.0,0.0,24383.25,,,,,
PRJ-2018-026,PRJ-2018-026-SOV-01,540437.9299999999,6250.0,424.0,717.0,6.78,0.0,,,,540437.9299999999,247800.0,112700.0,360500.0,-179937.92999999993,-49.91
PRJ-2018-026,PRJ-2018-026-SOV-02,197855.68999999997,2274.0,156.0,262.0,6.86,0.0,,,,197855.68999999997,84300.0,43400.0,127700.0,-70155.68999999997,-54.94
PRJ-2018-026,PRJ-2018-026-SOV-03,287943.63,3312.0,168.0,389.0,5.07,265972.72,6.0,1.0,16.67,553916.35,361000.0,241900.0,602900.0,48983.65000000002,8.12
PRJ-2018-026,PRJ-2018-026-SOV-04,284410.38,3278.0,196.0,382.0,5.98,205678.29,8.0,2.0,25.0,490088.67000000004,346300.0,187000.0,533300.0,43211.32999999996,8.1
PRJ-2018-026,PRJ-2018-026-SOV-05,292820.99,3382.0,192.0,394.0,5.68,240938.37,6.0,0.0,0.0,533759.36,302200.0,219100.0,521300.0,-12459.359999999986,-2.39
PRJ-2018-026,PRJ-2018-026-SOV-06,125091.12999999999,1482.0,86.0,173.0,5.8,86583.01000000001,3.0,1.0,33.33,211674.14,185700.0,78700.0,264400.0,52725.859999999986,19.94
PRJ-2018-026,PRJ-2018-026-SOV-07,156528.34,1854.0,110.0,222.0,5.93,473976.31,3.0,0.0,0.0,630504.65,91200.0,0.0,91200.0,-539304.65,-591.34
PRJ-2018-026,PRJ-2018-026-SOV-08,138978.78,1628.0,74.0,195.0,4.55,434414.18,4.0,2.0,50.0,573392.96,119900.0,0.0,119900.0,-453492.95999999996,-378.23
PRJ-2018-026,PRJ-2018-026-SOV-09,294758.39999999997,3382.0,164.0,400.0,4.85,396767.62,3.0,0.0,0.0,691526.02,83400.0,0.0,83400.0,-608126.02,-729.17
PRJ-2018-026,PRJ-2018-026-SOV-10,158528.9,1838.0,112.0,219.0,6.09,135813.91,5.0,0.0,0.0,294342.81,241500.0,123500.0,365000.0,70657.19,19.36
PRJ-2018-026,PRJ-2018-026-SOV-11,185822.31,2158.0,98.0,261.0,4.54,101430.16,5.0,1.0,20.0,287252.47,134700.0,92200.0,226900.0,-60352.46999999997,-26.6
PRJ-2018-026,PRJ-2018-026-SOV-12,163353.47999999998,1910.0,98.0,232.0,5.13,97759.12000000001,5.0,2.0,40.0,261112.59999999998,143300.0,0.0,143300.0,-117812.59999999998,-82.21
PRJ-2018-026,PRJ-2018-026-SOV-13,44657.78999999999,512.0,28.0,61.0,5.47,0.0,,,,44657.78999999999,89400.0,0.0,89400.0,44742.21000000001,50.05
PRJ-2018-026,PRJ-2018-026-SOV-14,50488.469999999994,560.0,26.0,68.0,4.64,0.0,,,,50488.469999999994,68000.0,35100.0,103100.0,52611.530000000006,51.03
PRJ-2018-026,PRJ-2018-026-SOV-15,49831.729999999996,584.0,40.0,69.0,6.85,0.0,,,,49831.729999999996,44200.0,19900.0,64100.0,14268.270000000004,22.26
PRJ-2018-027,PRJ-2018-027-SOV-01,625747.44,7272.0,330.0,841.0,4.54,0.0,,,,625747.44,575000.0,245700.0,820700.0,194952.56000000006,23.75
PRJ-2018-027,PRJ-2018-027-SOV-02,240723.18999999997,2784.0,140.0,328.0,5.03,0.0,,,,240723.18999999997,252400.0,158900.0,411300.0,170576.81000000003,41.47
PRJ-2018-027,PRJ-2018-027-SOV-03,358631.06999999995,4162.0,200.0,484.0,4.81,726706.46,7.0,2.0,28.57,1085337.5299999998,859800.0,654100.0,1513900.0,428562.4700000002,28.31
PRJ-2018-027,PRJ-2018-027-SOV-04,334894.25,3888.0,204.0,462.0,5.25,430806.88,3.0,0.0,0.0,765701.13,1094500.0,387800.0,1482300.0,716598.87,48.34
PRJ-2018-027,PRJ-2018-027-SOV-05,330669.56,3888.0,196.0,455.0,5.04,354768.37,4.0,0.0,0.0,685437.9299999999,818200.0,319300.0,1137500.0,452062.07000000007,39.74
PRJ-2018-027,PRJ-2018-027-SOV-06,188467.34999999998,2154.0,114.0,257.0,5.29,216467.09999999998,4.0,0.0,0.0,404934.44999999995,383000.0,194800.0,577800.0,172865.55000000005,29.92
PRJ-2018-027,PRJ-2018-027-SOV-07,181767.0,2088.0,98.0,249.0,4.69,1797400.3599999999,8.0,0.0,0.0,1979167.3599999999,462100.0,0.0,462100.0,-1517067.3599999999,-328.3
PRJ-2018-027,PRJ-2018-027-SOV-08,183182.03999999998,2124.0,112.0,249.0,5.27,986438.63,3.0,0.0,0.0,1169620.67,323300.0,0.0,323300.0,-846320.6699999999,-261.78
PRJ-2018-027,PRJ-2018-027-SOV-09,370940.01999999996,4304.0,260.0,497.0,6.04,846983.5900000001,6.0,1.0,16.67,1217923.61,181500.0,0.0,181500.0,-1036423.6100000001,-571.03
PRJ-2018-027,PRJ-2018-027-SOV-10,177890.62999999998,2082.0,102.0,247.0,4.9,367262.23,3.0,0.0,0.0,545152.86,514800.0,330600.0,845400.0,300247.14,35.52
PRJ-2018-027,PRJ-2018-027-SOV-11,234778.33,2730.0,168.0,325.0,6.15,262206.4,6.0,0.0,0.0,496984.73,396400.0,236000.0,632400.0,135415.27000000002,21.41
PRJ-2018-027,PRJ-2018-027-SOV-12,200123.81999999998,2330.0,120.0,274.0,5.15,175544.26,8.0,0.0,0.0,375668.07999999996,415000.0,0.0,415000.0,39331.92000000004,9.48
PRJ-2018-027,PRJ-2018-027-SOV-13,53659.009999999995,616.0,36.0,73.0,5.84,0.0,,,,53659.009999999995,207000.0,0.0,207000.0,153340.99,74.08
PRJ-2018-027,PRJ-2018-027-SOV-14,53446.0,636.0,36.0,75.0,5.66,0.0,,,,53446.0,155200.0,114900.0,270100.0,216654.0,80.21
PRJ-2018-027,PRJ-2018-027-SOV-15,65998.09,752.0,36.0,91.0,4.79,0.0,,,,65998.09,146400.0,72900.0,219300.0,153301.91,69.91
PRJ-2018-027,PRJ-2018-027-SOV-23,0.0,,,,,25702.35,1.0,0.0,0.0,25702.35,,,,,
PRJ-2018-027,PRJ-2018-027-SOV-25,0.0,,,,,147251.73,1.0,0.0,0.0,147251.73,,,,,
PRJ-2018-028,PRJ-2018-028-SOV-01,255909.27999999997,2976.0,168.0,346.0,5.65,0.0,,,,255909.27999999997,463500.0,197000.0,660500.0,404590.72000000003,61.26
PRJ-2018-028,PRJ-2018-028-SOV-02,100940.26,1170.0,50.0,144.0,4.27,0.0,,,,100940.26,148300.0,68000.0,216300.0,115359.74,53.33
PRJ-2018-028,PRJ-2018-028-SOV-03,115161.34999999999,1348.0,60.0,164.0,4.45,311146.97,6.0,1.0,16.67,426308.31999999995,586400.0,288500.0,874900.0,448591.68000000005,51.27
PRJ-2018-028,PRJ-2018-028-SOV-04,125091.21999999999,1406.0,64.0,169.0,4.55,537015.33,3.0,1.0,33.33,662106.5499999999,800900.0,497900.0,1298800.0,636693.4500000001,49.02
PRJ-2018-028,PRJ-2018-028-SOV-05,140522.63,1662.0,84.0,195.0,5.05,260667.64,8.0,2.0,25.0,401190.27,535600.0,241700.0,777300.0,376109.73,48.39
PRJ-2018-028,PRJ-2018-028-SOV-06,61176.299999999996,708.0,38.0,85.0,5.37,163625.23,7.0,3.0,42.86,224801.53,336800.0,151700.0,488500.0,263698.47,53.98
PRJ-2018-028,PRJ-2018-028-SOV-07,77441.01999999999,856.0,38.0,103.0,4.44,942015.75,7.0,1.0,14.29,1019456.77,266600.0,0.0,266600.0,-752856.77,-282.39
PRJ-2018-028,PRJ-2018-028-SOV-08,57850.159999999996,684.0,20.0,85.0,2.92,937870.43,3.0,0.0,0.0,995720.5900000001,212200.0,0.0,212200.0,-783520.5900000001,-369.24
PRJ-2018-028,PRJ-2018-028-SOV-09,136471.86,1574.0,76.0,187.0,4.83,502076.02999999997,3.0,0.0,0.0,638547.8899999999,146800.0,0.0,146800.0,-491747.8899999999,-334.98
PRJ-2018-028,PRJ-2018-028-SOV-10,72766.31999999999,814.0,44.0,97.0,5.41,347627.07,3.0,0.0,0.0,420393.39,587900.0,322300.0,910200.0,489806.61,53.81
PRJ-2018-028,PRJ-2018-028-SOV-11,100096.70999999999,1210.0,72.0,142.0,5.95,200407.13,7.0,2.0,28.57,300503.83999999997,262600.0,185800.0,448400.0,147896.16000000003,32.98
PRJ-2018-028,PRJ-2018-028-SOV-12,71552.73,814.0,44.0,98.0,5.41,124169.0,5.0,1.0,20.0,195721.72999999998,303500.0,0.0,303500.0,107778.27000000002,35.51
PRJ-2018-028,PRJ-2018-028-SOV-13,35811.79,398.0,26.0,46.0,6.53,0.0,,,,35811.79,196000.0,0.0,196000.0,160188.21,81.73
PRJ-2018-028,PRJ-2018-028-SOV-14,28669.899999999998,346.0,28.0,40.0,8.09,0.0,,,,28669.899999999998,154400.0,100000.0,254400.0,225730.1,88.73
PRJ-2018-028,PRJ-2018-028-SOV-15,33982.03,366.0,20.0,45.0,5.46,0.0,,,,33982.03,79200.0,38200.0,117400.0,83417.97,71.05
PRJ-2018-028,PRJ-2018-028-SOV-20,0.0,,,,,18061.89,1.0,1.0,100.0,18061.89,,,,,
PRJ-2018-029,PRJ-2018-029-SOV-01,363460.91,4200.0,220.0,493.0,5.24,0.0,,,,363460.91,364800.0,226800.0,591600.0,228139.09000000003,38.56
PRJ-2018-029,PRJ-2018-029-SOV-02,112062.43,1320.0,66.0,157.0,5.0,0.0,,,,112062.43,207500.0,100000.0,307500.0,195437.57,63.56
PRJ-2018-029,PRJ-2018-029-SOV-03,184894.58,2116.0,128.0,248.0,6.05,264243.0,8.0,1.0,12.5,449137.57999999996,565300.0,259800.0,825100.0,375962.42000000004,45.57
PRJ-2018-029,PRJ-2018-029-SOV-04,171824.94999999998,2038.0,114.0,243.0,5.59,420706.3,7.0,2.0,28.57,592531.25,530000.0,413600.0,943600.0,351068.75,37.21
PRJ-2018-029,PRJ-2018-029-SOV-05,180193.4,2086.0,132.0,246.0,6.33,249894.22999999998,6.0,0.0,0.0,430087.63,427500.0,245700.0,673200.0,243112.37,36.11
PRJ-2018-029,PRJ-2018-029-SOV-06,89072.84999999999,1032.0,50.0,124.0,4.84,135914.05,8.0,3.0,37.5,224986.89999999997,331200.0,133600.0,464800.0,239813.10000000003,51.59
PRJ-2018-029,PRJ-2018-029-SOV-07,104717.43,1186.0,76.0,142.0,6.41,1190707.67,3.0,0.0,0.0,1295425.0999999999,368700.0,0.0,368700.0,-926725.0999999999,-251.35
PRJ-2018-029,PRJ-2018-029-SOV-08,79093.45999999999,926.0,72.0,106.0,7.78,972094.96,5.0,1.0,20.0,1051188.42,249700.0,0.0,249700.0,-801488.4199999999,-320.98
PRJ-2018-029,PRJ-2018-029-SOV-09,174856.34,2008.0,124.0,238.0,6.18,569957.62,5.0,1.0,20.0,744813.96,190300.0,0.0,190300.0,-554513.96,-291.39
PRJ-2018-029,PRJ-2018-029-SOV-10,118505.56,1352.0,62.0,162.0,4.59,199688.66,8.0,0.0,0.0,318194.22,356800.0,196300.0,553100.0,234905.78000000003,42.47
PRJ-2018-029,PRJ-2018-029-SOV-11,152631.19999999998,1808.0,98.0,212.0,5.42,144146.06,5.0,0.0,0.0,296777.26,247700.0,141700.0,389400.0,92622.73999999999,23.79
PRJ-2018-029,PRJ-2018-029-SOV-12,93573.75,1096.0,64.0,130.0,5.84,226563.99000000002,3.0,1.0,33.33,320137.74,303400.0,0.0,303400.0,-16737.73999999999,-5.52
PRJ-2018-029,PRJ-2018-029-SOV-13,48095.64,548.0,28.0,65.0,5.11,0.0,,,,48095.64,114800.0,0.0,114800.0,66704.36,58.1
PRJ-2018-029,PRJ-2018-029-SOV-14,41630.59,442.0,34.0,52.0,7.69,0.0,,,,41630.59,117700.0,59900.0,177600.0,135969.41,76.56
PRJ-2018-029,PRJ-2018-029-SOV-15,41732.219999999994,480.0,16.0,58.0,3.33,0.0,,,,41732.219999999994,62600.0,25200.0,87800.0,46067.780000000006,52.47
PRJ-2018-029,PRJ-2018-029-SOV-21,0.0,,,,,61440.93,1.0,0.0,0.0,61440.93,,,,,
PRJ-2018-030,PRJ-2018-030-SOV-01,427935.68,5064.0,240.0,585.0,4.74,0.0,,,,427935.68,631900.0,434300.0,1066200.0,638264.3200000001,59.86
PRJ-2018-030,PRJ-2018-030-SOV-02,142891.53,1680.0,82.0,199.0,4.88,0.0,,,,142891.53,233400.0,131200.0,364600.0,221708.47,60.81
PRJ-2018-030,PRJ-2018-030-SOV-03,223096.78999999998,2588.0,96.0,312.0,3.71,483918.48,6.0,1.0,16.67,707015.27,1118000.0,506200.0,1624200.0,917184.73,56.47
PRJ-2018-030,PRJ-2018-030-SOV-04,240717.34999999998,2774.0,146.0,324.0,5.26,643133.22,7.0,1.0,14.29,883850.57,1289900.0,672700.0,1962600.0,1078749.4300000002,54.97
PRJ-2018-030,PRJ-2018-030-SOV-05,219782.12999999998,2578.0,112.0,303.0,4.34,546174.09,6.0,0.0,0.0,765956.22,1004600.0,571300.0,1575900.0,809943.78,51.4
PRJ-2018-030,PRJ-2018-030-SOV-06,142330.78999999998,1668.0,74.0,202.0,4.44,209108.71,5.0,2.0,40.0,351439.5,483900.0,218700.0,702600.0,351160.5,49.98
PRJ-2018-030,PRJ-2018-030-SOV-07,132571.9,1512.0,100.0,176.0,6.61,1995292.96,8.0,2.0,25.0,2127864.86,635300.0,0.0,635300.0,-1492564.8599999999,-234.94
PRJ-2018-030,PRJ-2018-030-SOV-08,108793.32999999999,1288.0,72.0,153.0,5.59,1082523.89,7.0,3.0,42.86,1191317.22,425900.0,0.0,425900.0,-765417.22,-179.72
PRJ-2018-030,PRJ-2018-030-SOV-09,281499.94,3202.0,172.0,376.0,5.37,692101.98,3.0,0.0,0.0,973601.9199999999,150600.0,0.0,150600.0,-823001.9199999999,-546.48
PRJ-2018-030,PRJ-2018-030-SOV-10,143557.11,1666.0,86.0,199.0,5.16,437470.16000000003,4.0,0.0,0.0,581027.27,837100.0,457600.0,1294700.0,713672.73,55.12
PRJ-2018-030,PRJ-2018-030-SOV-11,166312.12,1886.0,130.0,220.0,6.89,283633.81,5.0,0.0,0.0,449945.93,459900.0,296600.0,756500.0,306554.07,40.52
PRJ-2018-030,PRJ-2018-030-SOV-12,123887.65999999999,1422.0,66.0,170.0,4.64,175667.13999999998,5.0,1.0,20.0,299554.8,373200.0,0.0,373200.0,73645.20000000001,19.73
PRJ-2018-030,PRJ-2018-030-SOV-13,37738.299999999996,424.0,12.0,52.0,2.83,0.0,,,,37738.299999999996,403500.0,0.0,403500.0,365761.7,90.65
PRJ-2018-030,PRJ-2018-030-SOV-14,38202.67,460.0,22.0,54.0,4.78,0.0,,,,38202.67,295300.0,125000.0,420300.0,382097.33,90.91
PRJ-2018-030,PRJ-2018-030-SOV-15,44297.399999999994,502.0,28.0,62.0,5.58,0.0,,,,44297.399999999994,172000.0,125300.0,297300.0,253002.6,85.1
PRJ-2018-030,PRJ-2018-030-SOV-19,0.0,,,,,398658.3,1.0,0.0,0.0,398658.3,,,,,
PRJ-2018-030,PRJ-2018-030-SOV-22,0.0,,,,,49489.01,1.0,0.0,0.0,49489.01,,,,,
PRJ-2018-031,PRJ-2018-031-SOV-01,526764.51,6108.0,322.0,706.0,5.27,0.0,,,,526764.51,1773600.0,799100.0,2572700.0,2045935.49,79.52
PRJ-2018-031,PRJ-2018-031-SOV-02,204764.71999999997,2368.0,128.0,283.0,5.41,0.0,,,,204764.71999999997,756300.0,334200.0,1090500.0,885735.28,81.22
PRJ-2018-031,PRJ-2018-031-SOV-03,294735.44,3382.0,198.0,398.0,5.85,1072314.07,5.0,0.0,0.0,1367049.51,2636900.0,1104700.0,3741600.0,2374550.49,63.46
PRJ-2018-031,PRJ-2018-031-SOV-04,289401.58999999997,3392.0,186.0,401.0,5.48,1972163.88,5.0,3.0,60.0,2261565.4699999997,2857100.0,2031800.0,4888900.0,2627334.5300000003,53.74
PRJ-2018-031,PRJ-2018-031-SOV-05,297584.43,3384.0,196.0,398.0,5.79,1213663.44,6.0,1.0,16.67,1511247.8699999999,2271700.0,1250300.0,3522000.0,2010752.1300000001,57.09
PRJ-2018-031,PRJ-2018-031-SOV-06,146227.13999999998,1698.0,64.0,207.0,3.77,556949.75,4.0,1.0,25.0,703176.89,1017500.0,573700.0,1591200.0,888023.11,55.81
PRJ-2018-031,PRJ-2018-031-SOV-07,142007.44,1670.0,82.0,199.0,4.91,4829934.3100000005,3.0,0.0,0.0,4971941.750000001,1049700.0,0.0,1049700.0,-3922241.750000001,-373.65
PRJ-2018-031,PRJ-2018-031-SOV-08,167395.0,1952.0,80.0,232.0,4.1,2599732.62,3.0,1.0,33.33,2767127.62,876700.0,0.0,876700.0,-1890427.62,-215.63
PRJ-2018-031,PRJ-2018-031-SOV-09,268564.48,3208.0,154.0,378.0,4.8,2200244.38,8.0,2.0,25.0,2468808.86,546500.0,0.0,546500.0,-1922308.8599999999,-351.75
PRJ-2018-031,PRJ-2018-031-SOV-10,167629.66999999998,1882.0,98.0,224.0,5.21,1056006.8,6.0,1.0,16.67,1223636.47,2115300.0,1087900.0,3203200.0,1979563.53,61.8
PRJ-2018-031,PRJ-2018-031-SOV-11,219994.66999999998,2538.0,158.0,300.0,6.23,482623.99,7.0,3.0,42.86,702618.6599999999,774200.0,497200.0,1271400.0,568781.3400000001,44.74
PRJ-2018-031,PRJ-2018-031-SOV-12,154718.25,1832.0,90.0,216.0,4.91,956031.55,3.0,0.0,0.0,1110749.8,1503700.0,0.0,1503700.0,392950.19999999995,26.13
PRJ-2018-031,PRJ-2018-031-SOV-13,45329.25,540.0,28.0,64.0,5.19,0.0,,,,45329.25,899400.0,0.0,899400.0,854070.75,94.96
PRJ-2018-031,PRJ-2018-031-SOV-14,47212.59,564.0,28.0,69.0,4.96,0.0,,,,47212.59,581900.0,285000.0,866900.0,819687.41,94.55
PRJ-2018-031,PRJ-2018-031-SOV-15,54215.939999999995,602.0,28.0,72.0,4.65,0.0,,,,54215.939999999995,381100.0,237100.0,618200.0,563984.06,91.23
PRJ-2018-031,PRJ-2018-031-SOV-16,0.0,,,,,3381078.24,1.0,0.0,0.0,3381078.24,,,,,
PRJ-2018-031,PRJ-2018-031-SOV-17,0.0,,,,,60023.0,1.0,0.0,0.0,60023.0,,,,,
PRJ-2018-032,PRJ-2018-032-SOV-01,386035.86,4516.0,244.0,527.0,5.4,0.0,,,,386035.86,990200.0,614200.0,1604400.0,1218364.1400000001,75.94
PRJ-2018-032,PRJ-2018-032-SOV-02,132065.19,1546.0,92.0,179.0,5.95,0.0,,,,132065.19,411100.0,242100.0,653200.0,521134.81,79.78
PRJ-2018-032,PRJ-2018-032-SOV-03,222538.28999999998,2574.0,160.0,303.0,6.22,854328.39,8.0,1.0,12.5,1076866.68,1191800.0,867000.0,2058800.0,981933.3200000001,47.69
PRJ-2018-032,PRJ-2018-032-SOV-04,226682.22999999998,2602.0,120.0,306.0,4.61,1051627.91,4.0,1.0,25.0,1278310.14,1342500.0,1067300.0,2409800.0,1131489.86,46.95
PRJ-2018-032,PRJ-2018-032-SOV-05,212405.18,2472.0,146.0,290.0,5.91,802570.6000000001,4.0,0.0,0.0,1014975.78,1156100.0,814500.0,1970600.0,955624.22,48.49
PRJ-2018-032,PRJ-2018-032-SOV-06,116363.27999999998,1362.0,78.0,163.0,5.73,422463.27999999997,4.0,1.0,25.0,538826.5599999999,745300.0,428700.0,1174000.0,635173.4400000001,54.1
PRJ-2018-032,PRJ-2018-032-SOV-07,114064.51999999999,1326.0,88.0,155.0,6.64,2545455.26,6.0,2.0,33.33,2659519.78,746100.0,0.0,746100.0,-1913419.7799999998,-256.46
PRJ-2018-032,PRJ-2018-032-SOV-08,104764.26999999999,1260.0,52.0,152.0,4.13,1740540.18,6.0,0.0,0.0,1845304.45,549000.0,0.0,549000.0,-1296304.45,-236.12
PRJ-2018-032,PRJ-2018-032-SOV-09,238911.27999999997,2786.0,138.0,328.0,4.95,1633043.1199999999,6.0,1.0,16.67,1871954.4,647600.0,0.0,647600.0,-1224354.4,-189.06
PRJ-2018-032,PRJ-2018-032-SOV-10,119497.82999999999,1384.0,94.0,164.0,6.79,416394.25,6.0,1.0,16.67,535892.08,848200.0,422600.0,1270800.0,734907.92,57.83
PRJ-2018-032,PRJ-2018-032-SOV-11,145846.25,1696.0,96.0,201.0,5.66,307774.68,8.0,4.0,50.0,453620.93,748100.0,312300.0,1060400.0,606779.0700000001,57.22
PRJ-2018-032,PRJ-2018-032-SOV-12,116777.32999999999,1332.0,74.0,155.0,5.56,357323.8,6.0,1.0,16.67,474101.13,631000.0,0.0,631000.0,156898.87,24.87
PRJ-2018-032,PRJ-2018-032-SOV-13,32241.299999999996,366.0,18.0,44.0,4.92,0.0,,,,32241.299999999996,600900.0,0.0,600900.0,568658.7,94.63
PRJ-2018-032,PRJ-2018-032-SOV-14,37082.74,434.0,24.0,51.0,5.53,0.0,,,,37082.74,429400.0,306400.0,735800.0,698717.26,94.96
PRJ-2018-032,PRJ-2018-032-SOV-15,35124.57,438.0,22.0,54.0,5.02,0.0,,,,35124.57,316600.0,183300.0,499900.0,464775.43,92.97
PRJ-2018-032,PRJ-2018-032-SOV-21,0.0,,,,,94773.79,1.0,0.0,0.0,94773.79,,,,,
PRJ-2018-033,PRJ-2018-033-SOV-01,307071.57999999996,3520.0,210.0,409.0,5.97,0.0,,,,307071.57999999996,767800.0,262300.0,1030100.0,723028.42,70.19
PRJ-2018-033,PRJ-2018-033-SOV-02,107912.48999999999,1248.0,58.0,150.0,4.65,0.0,,,,107912.48999999999,283000.0,139000.0,422000.0,314087.51,74.43
PRJ-2018-033,PRJ-2018-033-SOV-03,141529.37999999998,1678.0,88.0,201.0,5.24,336899.67,7.0,0.0,0.0,478429.04999999993,790400.0,338500.0,1128900.0,650470.9500000001,57.62
PRJ-2018-033,PRJ-2018-033-SOV-04,143228.91999999998,1662.0,70.0,201.0,4.21,420090.49,5.0,0.0,0.0,563319.4099999999,737900.0,422100.0,1160000.0,596680.5900000001,51.44
PRJ-2018-033,PRJ-2018-033-SOV-05,160800.03,1862.0,84.0,224.0,4.51,339140.47,5.0,1.0,20.0,499940.5,786800.0,340700.0,1127500.0,627559.5,55.66
PRJ-2018-033,PRJ-2018-033-SOV-06,81254.54,964.0,64.0,112.0,6.64,171961.45,5.0,0.0,0.0,253215.99,399100.0,172700.0,571800.0,318584.01,55.72
PRJ-2018-033,PRJ-2018-033-SOV-07,66751.26,802.0,40.0,96.0,4.99,1217145.36,7.0,2.0,28.57,1283896.62,403500.0,0.0,403500.0,-880396.6200000001,-218.19
PRJ-2018-033,PRJ-2018-033-SOV-08,68390.29999999999,790.0,42.0,94.0,5.32,1075322.3199999998,4.0,1.0,25.0,1143712.6199999999,373000.0,0.0,373000.0,-770712.6199999999,-206.63
PRJ-2018-033,PRJ-2018-033-SOV-09,169979.5,1944.0,94.0,232.0,4.84,544433.04,5.0,2.0,40.0,714412.54,201800.0,0.0,201800.0,-512612.54000000004,-254.02
PRJ-2018-033,PRJ-2018-033-SOV-10,102699.67,1148.0,84.0,132.0,7.32,259973.13,6.0,0.0,0.0,362672.8,522700.0,261200.0,783900.0,421227.2,53.73
PRJ-2018-033,PRJ-2018-033-SOV-11,126327.01,1488.0,86.0,179.0,5.78,171585.16999999998,4.0,1.0,25.0,297912.18,365600.0,172400.0,538000.0,240087.82,44.63
PRJ-2018-033,PRJ-2018-033-SOV-12,95859.14,1068.0,54.0,126.0,5.06,200189.47,4.0,2.0,50.0,296048.61,265000.0,0.0,265000.0,-31048.609999999986,-11.72
PRJ-2018-033,PRJ-2018-033-SOV-13,42946.24,498.0,22.0,61.0,4.42,0.0,,,,42946.24,282700.0,0.0,282700.0,239753.76,84.81
PRJ-2018-033,PRJ-2018-033-SOV-14,31931.499999999996,374.0,10.0,47.0,2.67,0.0,,,,31931.499999999996,232800.0,85700.0,318500.0,286568.5,89.97
PRJ-2018-033,PRJ-2018-033-SOV-15,37713.74,430.0,18.0,52.0,4.19,0.0,,,,37713.74,79200.0,37400.0,116600.0,78886.26000000001,67.66
PRJ-2018-033,PRJ-2018-033-SOV-18,0.0,,,,,56601.98,1.0,0.0,0.0,56601.98,,,,,
PRJ-2018-034,PRJ-2018-034-SOV-01,717877.6599999999,8398.0,450.0,949.0,5.36,0.0,,,,717877.6599999999,736400.0,489500.0,1225900.0,508022.3400000001,41.44
PRJ-2018-034,PRJ-2018-034-SOV-02,272309.38999999996,3202.0,140.0,382.0,4.37,0.0,,,,272309.38999999996,250500.0,104900.0,355400.0,83090.61000000004,23.38
PRJ-2018-034,PRJ-2018-034-SOV-03,405671.01999999996,4726.0,232.0,545.0,4.91,647177.27,3.0,1.0,33.33,1052848.29,1177000.0,582700.0,1759700.0,706851.71,40.17
PRJ-2018-034,PRJ-2018-034-SOV-04,380124.52999999997,4402.0,226.0,516.0,5.13,847207.89,6.0,0.0,0.0,1227332.42,1224400.0,762800.0,1987200.0,759867.5800000001,38.24
PRJ-2018-034,PRJ-2018-034-SOV-05,415459.36,4858.0,236.0,566.0,4.86,625864.85,5.0,0.0,0.0,1041324.21,1106500.0,563500.0,1670000.0,628675.79,37.65
PRJ-2018-034,PRJ-2018-034-SOV-06,194348.56,2274.0,102.0,275.0,4.49,417764.42000000004,6.0,2.0,33.33,612112.98,596700.0,376100.0,972800.0,360687.02,37.08
PRJ-2018-034,PRJ-2018-034-SOV-07,211551.15999999997,2426.0,118.0,290.0,4.86,1587544.51,3.0,0.0,0.0,1799095.67,535400.0,0.0,535400.0,-1263695.67,-236.03
PRJ-2018-034,PRJ-2018-034-SOV-08,215382.91999999998,2512.0,128.0,300.0,5.1,1750523.6300000001,4.0,1.0,25.0,1965906.55,411400.0,0.0,411400.0,-1554506.55,-377.86
PRJ-2018-034,PRJ-2018-034-SOV-09,427597.06,4936.0,272.0,572.0,5.51,890229.8999999999,3.0,2.0,66.67,1317826.96,151100.0,0.0,151100.0,-1166726.96,-772.16
PRJ-2018-034,PRJ-2018-034-SOV-10,228781.8,2582.0,114.0,304.0,4.42,361128.21,3.0,2.0,66.67,589910.01,663300.0,325100.0,988400.0,398489.99,40.32
